timestamp,symbol,action,expiry,confidence
2026-08-19 23:19:03,GBPUSD,PUT,2,78
2026-08-19 23:20:03,GBPUSD,CALL,2,75
2026-08-19 23:21:03,GBPUSD,CALL,2,75
2026-08-19 23:22:03,GBPUSD,CALL,2,75
2026-08-19 23:23:03,GBPUSD,CALL,2,75
2026-08-19 23:24:03,GBPUSD,CALL,2,78
2026-08-19 23:25:03,GBPUSD,CALL,2,78
2026-08-19 23:26:03,GBPUSD,PUT,2,78
2026-08-19 23:27:03,GBPUSD,PUT,3,78
2026-08-19 23:28:03,GBPUSD,CALL,2,78
