timestamp,open,high,low,close,volume,age,quality,price_change,spike_detected,anomaly_type,log_timestamp
2026-07-28 19:25:00,1.13899,1.139045,1.13889,1.1389,254,15375000,STALE,-8.34068630678475e-05,True,spike,2026-07-29 06:46:31
2026-07-28 19:30:00,1.1389,1.13906,1.13887,1.139005,335,15075000,STALE,9.219422249540088e-05,True,spike,2026-07-29 06:46:31
2026-07-28 19:35:00,1.13901,1.13901,1.13889,1.138955,349,14775000,STALE,-4.389796357351372e-05,True,spike,2026-07-29 06:46:31
2026-07-28 19:40:00,1.138955,1.139015,1.13892,1.13901,301,14475000,STALE,4.828987975824539e-05,True,spike,2026-07-29 06:46:31
2026-07-28 19:45:00,1.139005,1.1392,1.139005,1.139165,276,14175000,STALE,0.00013608308970058935,True,spike,2026-07-29 06:46:31
2026-07-28 19:50:00,1.139165,1.139165,1.139005,1.139115,179,13875000,STALE,-4.389179793962139e-05,True,spike,2026-07-29 06:46:31
2026-07-28 19:55:00,1.13912,1.13912,1.138725,1.138735,265,13575000,STALE,-0.00033359230630802816,True,spike,2026-07-29 06:46:31
2026-07-28 20:10:00,1.13877,1.138855,1.13877,1.13885,38,12675000,STALE,7.025123598247696e-05,True,spike,2026-07-29 06:46:31
2026-07-28 20:15:00,1.13885,1.13892,1.138785,1.138785,98,12375000,STALE,-5.7075119638261285e-05,True,spike,2026-07-29 06:46:31
2026-07-28 20:25:00,1.13875,1.13876,1.13855,1.138645,171,11775000,STALE,-9.220636663009874e-05,True,spike,2026-07-29 06:46:31
2026-07-28 20:35:00,1.138665,1.138725,1.13856,1.1386,196,11175000,STALE,-5.708439268792276e-05,True,spike,2026-07-29 06:46:31
2026-07-28 20:40:00,1.1386,1.138745,1.13855,1.138745,155,10875000,STALE,0.00012734937642711053,True,spike,2026-07-29 06:46:31
2026-07-28 20:45:00,1.138735,1.13874,1.13866,1.138685,83,10575000,STALE,-5.268958370829857e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:00:00,1.139,1.139055,1.13886,1.138985,38,9675000,STALE,0.00027663853443038455,True,spike,2026-07-29 06:46:31
2026-07-28 21:05:00,1.138985,1.13914,1.138985,1.139035,39,9375000,STALE,4.389873439958336e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:10:00,1.139035,1.139145,1.139035,1.139145,13,9075000,STALE,9.657297624743322e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:15:00,1.139145,1.139225,1.139045,1.139205,71,8775000,STALE,5.267108225903705e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:25:00,1.1392,1.139225,1.139155,1.139155,80,8175000,STALE,-3.95014044944908e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:30:00,1.139155,1.139165,1.139115,1.139115,21,7875000,STALE,-3.5113746592707606e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:35:00,1.139115,1.139245,1.139105,1.139225,37,7575000,STALE,9.656619393116905e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:40:00,1.139225,1.13932,1.13921,1.13928,41,7275000,STALE,4.827843490096129e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:45:00,1.13929,1.139305,1.13908,1.139245,56,6975000,STALE,-3.072115722213553e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:50:00,1.139245,1.139245,1.13914,1.139145,53,6675000,STALE,-8.777743154453344e-05,True,spike,2026-07-29 06:46:31
2026-07-28 21:55:00,1.139145,1.139175,1.13905,1.139075,40,6375000,STALE,-6.144959596887656e-05,True,spike,2026-07-29 06:46:31
2026-07-28 22:00:00,1.13907,1.13907,1.138905,1.139,371,6075000,STALE,-6.584289884337124e-05,True,spike,2026-07-29 06:46:31
2026-07-28 22:10:00,1.139025,1.1391,1.138775,1.1388,319,5475000,STALE,-0.00019753736748528983,True,spike,2026-07-29 06:46:31
2026-07-28 22:15:00,1.138805,1.138865,1.138645,1.138655,256,5175000,STALE,-0.00012732701088868925,True,spike,2026-07-29 06:46:31
2026-07-28 22:20:00,1.13864,1.138645,1.138415,1.138445,178,4875000,STALE,-0.00018442811914065604,True,spike,2026-07-29 06:46:31
2026-07-28 22:25:00,1.138455,1.13859,1.13843,1.138495,207,4575000,STALE,4.3919556939497895e-05,True,spike,2026-07-29 06:46:31
2026-07-28 22:30:00,1.138505,1.13865,1.138505,1.138645,350,4275000,STALE,0.0001317528842901261,True,spike,2026-07-29 06:46:31
2026-07-28 22:35:00,1.13864,1.138645,1.138465,1.13847,196,3975000,STALE,-0.00015369144904675558,True,spike,2026-07-29 06:46:31
