timestamp,open,high,low,close,volume,symbol,m15_bias,m5_ema5,m5_ema10,m5_ema20,m5_ema50,m5_ema100,m5_ema200,m5_bias,m5_bb_upper,m5_bb_lower,m5_bb_width,m5_bbw_sma_100,m5_rsi7,m5_rsi14,m5_macd,m5_macd_signal,m5_macd_hist,m5_stoch_k,m5_stoch_d,m5_atr14,m5_atr_percentile,m5_atr_zscore,m5_atr_recent_avg,m5_atr_past_avg,m5_adx,m5_di_plus,m5_di_minus,m5_dx,m5_roc,m5_volume,m5_volume_ma20,m5_volume_ratio,m5_volume_spike,m5_volume_trend,m5_slope_10,m5_slope_20,m5_slope_50,m5_support,m5_resistance,m5_pivot,m5_r1,m5_r2,m5_s1,m5_s2,m5_box_duration,m5_box_tightness,m1_ema5,m1_ema20,m1_rsi14,m1_macd,m1_macd_signal,m1_stoch_k,m1_stoch_d,m1_atr14,m1_support,m1_resistance,m1_bb_upper,m1_bb_lower,m1_volume,m1_volume_ratio,meta_close,meta_high,meta_low,meta_open,meta_session,meta_data_age_ms,meta_data_quality,ohlcv_close,ohlcv_high,ohlcv_low,ohlcv_open,ohlcv_session,ohlcv_data_age_ms,ohlcv_data_quality,price_action_pattern,price_action_last_candle_bias,price_action_body_strength,price_action_wick_dominance,price_action_momentum_bias,price_action_move_quality,price_action_trap_alert,price_action_sr_interaction,behavior_conviction,behavior_hesitation,behavior_pressure_balance,behavior_participation,behavior_behavior,behavior_is_decisive,behavior_confidence,candle_pattern_patterns_detected,candle_pattern_pattern_count,candle_pattern_pattern_strength,candle_pattern_bias,candle_pattern_last_candle_color,candle_pattern_confidence,trap_detector_trap_detected,trap_detector_trap_type,trap_detector_trap_score,trap_detector_false_breakout,trap_detector_stop_hunt,trap_detector_rejection_wick,trap_detector_confidence,conflict_conflict_detected,conflict_conflict_score,conflict_agreement_score,conflict_ema_direction,conflict_momentum_direction,conflict_candle_direction,conflict_conflicting_signals,conflict_all_aligned,conflict_confidence,continuation_continuation_probability,continuation_reversal_probability,continuation_pullback_health,continuation_momentum_intact,continuation_volume_supports_move,continuation_bias,continuation_confidence,continuation_retest_detected,continuation_retest_quality,continuation_retest_type,divergence_divergence_detected,divergence_divergence_type,divergence_rsi_divergence,divergence_macd_divergence,divergence_divergence_strength,divergence_both_confirm,divergence_confidence,efficiency_efficiency_ratio,efficiency_path_efficiency,efficiency_directional_efficiency,efficiency_overall_efficiency,efficiency_movement_quality,efficiency_is_efficient,efficiency_confidence,persistence_persistence_score,persistence_autocorrelation,persistence_max_consecutive_run,persistence_trend_persistence,persistence_is_persistent,persistence_behavior,persistence_confidence,persistence_expansion_persistence,persistence_fatigue_risk,transition_in_transition,transition_transition_type,transition_volatility_shift,transition_momentum_shift,transition_structure_shift,transition_stability_score,transition_is_stable,transition_confidence,analysis_trend_direction,analysis_trend_strength,analysis_trend_type,analysis_volatility_regime,engines_trend_direction,engines_trend_strength,engines_trend_momentum,engines_trend_type,engines_trend_confidence,engines_trend_reversal_risk,engines_trend_sustain_probability,engines_strength_momentum_level,engines_strength_divergence,engines_strength_strength_score,engines_strength_exhaustion_risk,engines_strength_confidence,engines_volatility_regime,engines_volatility_volatility_score,engines_volatility_expansion_probability,engines_volatility_contraction_probability,engines_volatility_volatility_zscore,engines_volatility_spike_detected,engines_volatility_confidence,engines_volatility_bbw_compression_ratio,engines_volatility_compression_quality,engines_structure_structure_type,engines_structure_structure_score,engines_structure_bos_detected,engines_structure_bos_type,engines_structure_key_zones_strong_support,engines_structure_key_zones_strong_resistance,engines_structure_key_zones_middle,engines_structure_zone_proximity,engines_structure_breakout_probability,engines_structure_reversal_probability,engines_structure_confidence,engines_mtf_alignment_score,engines_mtf_dominant_direction,engines_mtf_htf_direction,engines_mtf_ltf_direction,engines_mtf_htf_ltf_conflict,engines_mtf_timeframes_analyzed,engines_mtf_confidence_from_mtf,engines_mtf_confidence,market_state,market_state_full_state,market_state_full_confidence,market_state_full_quality_score,market_state_full_tradeable,market_state_full_stability,market_state_full_description,market_state_full_metrics_volume_ratio,market_state_full_metrics_noise_level,market_state_full_metrics_rsi_extreme_bull,market_state_full_metrics_rsi_extreme_bear,market_state_full_metrics_price_above_ma20,market_state_full_metrics_price_above_ma50,market_state_full_metrics_wick_lower_ratio,market_state_full_metrics_wick_upper_ratio,market_state_full_metrics_compression_detected,market_state_full_metrics_divergence_detected,market_state_full_metrics_volume_surge,market_state_full_metrics_adaptive_adx_threshold,market_state_full_metrics_is_otc,signals_triggered,signals_count,signals_top_signal,market_context_state,market_context_description,market_context_volatility_regime,market_context_news_impact,market_context_expected_volatility_%,market_context_recent_ai_memory,decision_layer_tradeable,decision_layer_tradeable_reason,decision_layer_confidence_score,decision_layer_stability_score,decision_layer_quality_score,decision_layer_risk_level,decision_layer_suggested_expiry_minutes,decision_layer_suggested_action,decision_layer_final_reason_th
2026-06-26 06:58:00,0.864295,0.864435,0.864195,0.864435,1.0,EURGBP-OTC,BEARISH,0.865247,0.866004,0.866659,0.866832,0.866353,0.86614,BEARISH,0.869461,0.864758,0.004703,0.002703,0.0,22.79,-0.000616,-0.000221,-0.000395,3.86,3.82,0.000747,95.48,1.53,0.000695,0.000693,19.82,12.96,37.34,48.46,-0.3505,1,1.0,1.0,False,STABLE,-0.000381,-0.000161,-1.6e-05,0.864145,0.868915,0.864435,0.864725,0.865255,0.863905,0.863615,20,6.39,0.864356,0.864963,34.76,-0.0006,-0.000606,13.0,7.99,0.000304,0.864095,0.865905,0.866042,0.863836,1,1.0,0.864435,0.864435,0.864195,0.864295,ASIAN,62940,HIGH,0.864435,0.864435,0.864195,0.864295,ASIAN,62940,HIGH,NONE,BEARISH,WEAK,LOW,NEUTRAL,NORMAL,False,TESTING_SUPPORT,55,16,0.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,DOWN,DOWN,0,True,75,97,3,80,True,True,CONTINUATION,70,True,85.0,BEARISH,False,NONE,False,False,0,False,60,42.19354838709531,24.813710879284052,60.0,42,FAIR,False,75,76,0.0075374585867510014,7,30.000000000000004,True,RANDOM,70,49.18657378852244,5.720699826395049,True,MOMENTUM_SHIFT,False,True,True,35,False,70,NONE,100,CHOPPY,EXTREME,NONE,100,-0.3505,CHOPPY,20,50,30,WEAK,NONE,60,30,70,EXTREME,88,40,60,1.53,False,40,1.739918608953015,0.0,RANGING,90,False,NONE,0.863905,0.864725,0.864435,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,25,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,True,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",EXTREME,LOW,0.086,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:00:00,0.864605,0.864685,0.864435,0.864475,1.0,EURGBP-OTC,BEARISH,0.86499,0.865726,0.866451,0.86674,0.86632,0.866156,BEARISH,0.869576,0.864338,0.005237,0.002721,8.56,16.26,-0.000708,-0.000318,-0.000389,3.87,3.95,0.00072,88.94,1.38,0.000693,0.000696,21.91,12.18,35.58,49.02,-0.3458,1,1.0,1.0,False,STABLE,-0.000425,-0.000192,-2.2e-05,0.864095,0.868915,0.864418,0.864742,0.865008,0.864152,0.863828,21,6.69,0.864453,0.864886,32.46,-0.000525,-0.000582,30.23,22.84,0.000287,0.864095,0.865815,0.865778,0.863855,1,1.0,0.864475,0.864685,0.864435,0.864605,ASIAN,62926,HIGH,0.864475,0.864685,0.864435,0.864605,ASIAN,62926,HIGH,NONE,BULLISH,WEAK,LOW,NEUTRAL,NORMAL,False,NONE,54,16,0.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,DOWN,DOWN,0,True,75,82,18,80,True,True,CONTINUATION,70,False,0.0,NONE,False,NONE,False,False,0,False,60,38.268506900877036,23.394833948339038,60.0,40,FAIR,False,75,64,-0.005455324862878322,7,30.000000000000004,True,RANDOM,70,46.2884158077016,7.899350653680748,True,MOMENTUM_SHIFT,False,True,True,35,False,70,NONE,100,CHOPPY,EXTREME,NONE,100,-0.3458,CHOPPY,20,50,30,NORMAL,NONE,70,45,80,EXTREME,88,55,45,1.38,False,40,1.9246600514516723,0.0,RANGING,90,False,NONE,0.864095,0.864742,0.864418,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,BREAKOUT_EMERGING,BREAKOUT_EMERGING,50,70,True,26,"Volatility expansion after compression. Potential breakout opportunity. (breakout prob: 30%, reversal prob: 50%)",1.0,0.5,False,True,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,BREAKOUT_EMERGING,"Volatility expansion after compression. Potential breakout opportunity. (breakout prob: 30%, reversal prob: 50%)",EXTREME,LOW,0.083,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:02:00,0.864395,0.864575,0.864385,0.864565,1.0,EURGBP-OTC,BEARISH,0.86499,0.865726,0.866451,0.86674,0.86632,0.866156,BEARISH,0.869576,0.864338,0.005237,0.002721,8.56,16.26,-0.000708,-0.000318,-0.000389,3.87,3.95,0.00072,88.94,1.38,0.000693,0.000696,21.91,12.18,35.58,49.02,-0.3458,1,1.0,1.0,False,STABLE,-0.000425,-0.000192,-2.2e-05,0.864095,0.868915,0.864418,0.864742,0.865008,0.864152,0.863828,21,6.69,0.86448,0.864814,41.67,-0.000463,-0.000545,33.45,31.72,0.000273,0.864095,0.865575,0.865547,0.863874,1,1.0,0.864565,0.864575,0.864385,0.864395,ASIAN,62530,HIGH,0.864565,0.864575,0.864385,0.864395,ASIAN,62530,HIGH,NONE,BULLISH,WEAK,LOW,NEUTRAL,NORMAL,False,NONE,54,16,0.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,DOWN,DOWN,0,True,75,82,18,80,True,True,CONTINUATION,70,False,0.0,NONE,False,NONE,False,False,0,False,60,38.268506900877036,23.394833948339038,60.0,40,FAIR,False,75,64,-0.005455324862878322,7,30.000000000000004,True,RANDOM,70,46.2884158077016,7.899350653680748,True,MOMENTUM_SHIFT,False,True,True,35,False,70,NONE,100,CHOPPY,EXTREME,NONE,100,-0.3458,CHOPPY,20,50,30,NORMAL,NONE,70,45,80,EXTREME,88,55,45,1.38,False,40,1.9246600514516723,0.0,RANGING,90,False,NONE,0.864095,0.864742,0.864418,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,26,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,True,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",EXTREME,LOW,0.083,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:25:00,0.865265,0.865275,0.865065,0.865145,1.0,EURGBP-OTC,BEARISH,0.865104,0.865311,0.865897,0.866429,0.866197,0.866103,BEARISH,0.868998,0.863461,0.005538,0.002883,54.94,29.38,-0.000689,-0.000595,-9.3e-05,28.72,24.24,0.000688,73.37,0.4,0.000697,0.000695,21.7,21.12,25.16,8.74,-0.0578,1,1.0,1.0,False,STABLE,-1.1e-05,-0.000209,-3.4e-05,0.864095,0.868915,0.865255,0.865445,0.865745,0.864955,0.864765,26,7.01,0.865264,0.865189,48.91,8.2e-05,7.1e-05,46.54,50.16,0.000284,0.864525,0.865855,0.865839,0.864455,1,1.0,0.865145,0.865275,0.865065,0.865265,ASIAN,63376,HIGH,0.865145,0.865275,0.865065,0.865265,ASIAN,63376,HIGH,NONE,BEARISH,WEAK,LOW,NEUTRAL,NORMAL,False,NONE,51,16,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,DOWN,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,32.36714975845227,24.403927068722727,60.0,38,FAIR,False,75,72,-0.014189115425945682,7,80.0,True,RANDOM,70,55.466119608705874,1.3021618848186431,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,40,CHOPPY,HIGH,NONE,40,-0.0578,CHOPPY,20,50,30,NORMAL,NONE,70,30,80,HIGH,73,40,60,0.4,False,80,1.9209157127991676,0.0,RANGING,90,False,NONE,0.864095,0.865445,0.865255,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,27,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,False,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",HIGH,LOW,0.08,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:27:00,0.864705,0.864855,0.864645,0.864735,1.0,EURGBP-OTC,BEARISH,0.865104,0.865311,0.865897,0.866429,0.866197,0.866103,BEARISH,0.868998,0.863461,0.005538,0.002883,54.94,29.38,-0.000689,-0.000595,-9.3e-05,28.72,24.24,0.000688,73.37,0.4,0.000697,0.000695,21.7,21.12,25.16,8.74,-0.0578,1,1.0,1.0,False,STABLE,-1.1e-05,-0.000209,-3.4e-05,0.864095,0.868915,0.865255,0.865445,0.865745,0.864955,0.864765,26,7.01,0.864966,0.865105,48.93,-5e-06,5e-05,14.06,30.31,0.000301,0.864525,0.865855,0.865839,0.864454,1,1.0,0.864735,0.864855,0.864645,0.864705,ASIAN,63187,HIGH,0.864735,0.864855,0.864645,0.864705,ASIAN,63187,HIGH,NONE,BEARISH,WEAK,LOW,NEUTRAL,NORMAL,False,NONE,51,16,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,DOWN,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,32.36714975845227,24.403927068722727,60.0,38,FAIR,False,75,72,-0.014189115425945682,7,80.0,True,RANDOM,70,55.466119608705874,1.3021618848186431,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,40,CHOPPY,HIGH,NONE,40,-0.0578,CHOPPY,20,50,30,NORMAL,NONE,70,30,80,HIGH,73,40,60,0.4,False,80,1.9209157127991676,0.0,RANGING,90,False,NONE,0.864095,0.865445,0.865255,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,BREAKOUT_EMERGING,BREAKOUT_EMERGING,50,70,True,27,"Volatility expansion after compression. Potential breakout opportunity. (breakout prob: 30%, reversal prob: 50%)",1.0,0.5,False,False,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,BREAKOUT_EMERGING,"Volatility expansion after compression. Potential breakout opportunity. (breakout prob: 30%, reversal prob: 50%)",HIGH,LOW,0.08,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:29:00,0.864925,0.865085,0.864795,0.864905,1.0,EURGBP-OTC,BEARISH,0.865104,0.865311,0.865897,0.866429,0.866197,0.866103,BEARISH,0.868998,0.863461,0.005538,0.002883,54.94,29.38,-0.000689,-0.000595,-9.3e-05,28.72,24.24,0.000688,73.37,0.4,0.000697,0.000695,21.7,21.12,25.16,8.74,-0.0578,1,1.0,1.0,False,STABLE,-1.1e-05,-0.000209,-3.4e-05,0.864095,0.868915,0.865255,0.865445,0.865745,0.864955,0.864765,26,7.01,0.864943,0.865073,48.68,-3e-05,2.3e-05,18.18,14.61,0.000299,0.864645,0.865855,0.865807,0.864532,1,1.0,0.864905,0.865085,0.864795,0.864925,ASIAN,62877,HIGH,0.864905,0.865085,0.864795,0.864925,ASIAN,62877,HIGH,NONE,BEARISH,WEAK,LOW,NEUTRAL,NORMAL,False,NONE,51,16,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,DOWN,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,32.36714975845227,24.403927068722727,60.0,38,FAIR,False,75,72,-0.014189115425945682,7,80.0,True,RANDOM,70,55.466119608705874,1.3021618848186431,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,40,CHOPPY,HIGH,NONE,40,-0.0578,CHOPPY,20,50,30,NORMAL,NONE,70,30,80,HIGH,73,40,60,0.4,False,80,1.9209157127991676,0.0,RANGING,90,False,NONE,0.864095,0.865445,0.865255,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,27,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,False,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",HIGH,LOW,0.08,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:30:00,0.864875,0.865055,0.864865,0.865035,1.0,EURGBP-OTC,BEARISH,0.865081,0.865261,0.865815,0.866374,0.866173,0.866089,BEARISH,0.868624,0.863476,0.005147,0.002918,74.42,23.79,-0.00067,-0.00061,-6e-05,29.4,27.76,0.000686,75.88,0.54,0.000695,0.000697,21.38,19.94,28.26,17.27,-0.0416,1,1.0,1.0,False,STABLE,3.8e-05,-0.000188,-3.8e-05,0.864095,0.868915,0.864948,0.865252,0.865468,0.864732,0.864428,27,7.03,0.864974,0.865069,37.9,-2.9e-05,1.3e-05,26.45,18.74,0.000269,0.864645,0.865855,0.865792,0.864577,1,1.0,0.865035,0.865055,0.864865,0.864875,ASIAN,63218,HIGH,0.865035,0.865055,0.864865,0.864875,ASIAN,63218,HIGH,HAMMER,BEARISH,WEAK,LOW,BEARISH,NORMAL,True,NONE,50,20,-13.333333333333334,50,NEUTRAL,False,70,['HAMMER'],1,20,BULLISH,BEARISH,60,True,REJECTION,25,False,False,True,70,False,0,100,DOWN,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,47.299077733858816,19.406227371469768,65.0,43,FAIR,False,75,85,0.004856549820024179,7,90.0,True,RANDOM,70,55.43779054321273,1.3506803958618316,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,60,CHOPPY,EXTREME,NONE,60,-0.0416,CHOPPY,20,50,30,NORMAL,NONE,70,30,80,EXTREME,88,55,45,0.54,False,40,1.763879369431117,0.0,RANGING,90,False,NONE,0.864095,0.865252,0.864948,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,26,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,True,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",EXTREME,LOW,0.079,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:47:00,0.865405,0.865525,0.865335,0.865505,1.0,EURGBP-OTC,BEARISH,0.86524,0.865292,0.865692,0.866259,0.866127,0.866079,BEARISH,0.867926,0.863492,0.004435,0.003019,60.0,39.65,-0.000543,-0.00059,4.7e-05,42.68,36.78,0.000708,80.9,0.92,0.000689,0.000695,17.39,22.03,22.25,0.51,0.096,1,1.0,1.0,False,STABLE,8.7e-05,-0.000134,-4.5e-05,0.864095,0.867925,0.865258,0.865632,0.865958,0.864932,0.864558,21,5.41,0.865393,0.865338,51.41,5.2e-05,6e-05,50.65,45.65,0.000274,0.864745,0.865905,0.865916,0.864784,1,1.0,0.865505,0.865525,0.865335,0.865405,ASIAN,63212,HIGH,0.865505,0.865525,0.865335,0.865405,ASIAN,63212,HIGH,NONE,BULLISH,WEAK,LOW,NEUTRAL,CHOPPY,False,NONE,50,16,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,28.80098887515504,14.191176470587735,60.0,34,POOR,False,75,73,-0.05570925319990761,7,90.0,True,RANDOM,70,50.081474091084,1.1228893097138508,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,80,CHOPPY,EXTREME,NONE,80,0.096,CHOPPY,20,50,30,WEAK,BEARISH,55,40,65,EXTREME,88,55,45,0.92,False,40,1.4690294799602517,0.0,RANGING,90,False,NONE,0.864095,0.865632,0.865258,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,54,60,True,24,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,EXTREME,LOW,0.082,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:48:00,0.865495,0.865545,0.865285,0.865415,1.0,EURGBP-OTC,BEARISH,0.86524,0.865292,0.865692,0.866259,0.866127,0.866079,BEARISH,0.867926,0.863492,0.004435,0.003019,60.0,39.65,-0.000543,-0.00059,4.7e-05,42.68,36.78,0.000708,80.9,0.92,0.000689,0.000695,17.39,22.03,22.25,0.51,0.096,1,1.0,1.0,False,STABLE,8.7e-05,-0.000134,-4.5e-05,0.864095,0.867925,0.865258,0.865632,0.865958,0.864932,0.864558,21,5.41,0.8654,0.865345,47.8,5.2e-05,5.9e-05,54.25,49.56,0.000279,0.864795,0.865905,0.865908,0.864838,1,1.0,0.865415,0.865545,0.865285,0.865495,ASIAN,62458,HIGH,0.865415,0.865545,0.865285,0.865495,ASIAN,62458,HIGH,NONE,BULLISH,WEAK,LOW,NEUTRAL,CHOPPY,False,NONE,50,16,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,28.80098887515504,14.191176470587735,60.0,34,POOR,False,75,73,-0.05570925319990761,7,90.0,True,RANDOM,70,50.081474091084,1.1228893097138508,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,80,CHOPPY,EXTREME,NONE,80,0.096,CHOPPY,20,50,30,WEAK,BEARISH,55,40,65,EXTREME,88,55,45,0.92,False,40,1.4690294799602517,0.0,RANGING,90,False,NONE,0.864095,0.865632,0.865258,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,54,60,True,24,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,EXTREME,LOW,0.082,"[{'symbol': 'EURGBP-OTC', 'action': 'NO_TRADE', 'reason': 'ไม่พบข้อมูลราคาตลาดปัจจุบัน ไม่สามารถวิเคราะห์แนวโน้มและสัญญาณทางเทคนิคได้', 'timestamp': '2026-06-26T07:47:37.511819'}]",True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-26 07:49:00,0.865425,0.865695,0.865425,0.865525,1.0,EURGBP-OTC,BEARISH,0.86524,0.865292,0.865692,0.866259,0.866127,0.866079,BEARISH,0.867926,0.863492,0.004435,0.003019,60.0,39.65,-0.000543,-0.00059,4.7e-05,42.68,36.78,0.000708,80.9,0.92,0.000689,0.000695,17.39,22.03,22.25,0.51,0.096,1,1.0,1.0,False,STABLE,8.7e-05,-0.000134,-4.5e-05,0.864095,0.867925,0.865258,0.865632,0.865958,0.864932,0.864558,21,5.41,0.865442,0.865362,43.79,6e-05,5.9e-05,58.5,54.47,0.000281,0.864865,0.865905,0.865895,0.864913,1,1.0,0.865525,0.865695,0.865425,0.865425,ASIAN,62911,HIGH,0.865525,0.865695,0.865425,0.865425,ASIAN,62911,HIGH,NONE,BULLISH,WEAK,LOW,NEUTRAL,CHOPPY,False,NONE,50,16,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,False,NONE,0,False,False,False,60,False,0,100,DOWN,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,False,NONE,False,False,0,False,60,28.80098887515504,14.191176470587735,60.0,34,POOR,False,75,73,-0.05570925319990761,7,90.0,True,RANDOM,70,50.081474091084,1.1228893097138508,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,80,CHOPPY,EXTREME,NONE,80,0.096,CHOPPY,20,50,30,WEAK,BEARISH,55,40,65,EXTREME,88,55,45,0.92,False,40,1.4690294799602517,0.0,RANGING,90,False,NONE,0.864095,0.865632,0.865258,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,54,60,True,24,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,False,False,0.3,0.3,True,False,False,22,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,EXTREME,LOW,0.082,"[{'symbol': 'EURGBP-OTC', 'action': 'NO_TRADE', 'reason': 'ไม่พบข้อมูลราคาตลาดปัจจุบัน ไม่สามารถวิเคราะห์แนวโน้มและสัญญาณทางเทคนิคได้', 'timestamp': '2026-06-26T07:47:37.511819'}, {'symbol': 'EURGBP-OTC', 'action': 'NO_TRADE', 'reason': 'ไม่มีข้อมูลราคาและตัวชี้วัดจากตลาดปัจจุบันจึงไม่สามารถวิเคราะห์สัญญาณได้', 'timestamp': '2026-06-26T07:48:33.947303'}]",True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
