timestamp,open,high,low,close,volume,symbol,m15_bias,m5_ema5,m5_ema10,m5_ema20,m5_ema50,m5_ema100,m5_ema200,m5_bias,m5_bb_upper,m5_bb_lower,m5_bb_width,m5_bbw_sma_100,m5_rsi7,m5_rsi14,m5_macd,m5_macd_signal,m5_macd_hist,m5_stoch_k,m5_stoch_d,m5_atr14,m5_atr_percentile,m5_atr_zscore,m5_atr_recent_avg,m5_atr_past_avg,m5_adx,m5_di_plus,m5_di_minus,m5_dx,m5_roc,m5_volume,m5_volume_ma20,m5_volume_ratio,m5_volume_spike,m5_volume_trend,m5_slope_10,m5_slope_20,m5_slope_50,m5_support,m5_resistance,m5_pivot,m5_r1,m5_r2,m5_s1,m5_s2,m5_box_duration,m5_box_tightness,m1_ema5,m1_ema10,m1_ema20,m1_ema50,m1_rsi7,m1_rsi14,m1_macd,m1_macd_signal,m1_stoch_k,m1_stoch_d,m1_atr14,m1_support,m1_resistance,m1_bb_upper,m1_bb_lower,m1_pivot,m1_r1,m1_s1,m1_volume,m1_volume_ratio,meta_close,meta_high,meta_low,meta_open,meta_session,meta_data_age_ms,meta_data_quality,ohlcv_close,ohlcv_high,ohlcv_low,ohlcv_open,ohlcv_session,ohlcv_data_age_ms,ohlcv_data_quality,price_action_pattern,price_action_last_candle_bias,price_action_last_candle,price_action_body_strength,price_action_rejection_zone,price_action_wick_dominance,price_action_momentum_bias,price_action_move_quality,price_action_trap_alert,price_action_sr_interaction,behavior_conviction,behavior_hesitation,behavior_pressure_balance,behavior_participation,behavior_behavior,behavior_is_decisive,behavior_confidence,candle_pattern_patterns_detected,candle_pattern_pattern_count,candle_pattern_pattern_strength,candle_pattern_bias,candle_pattern_last_candle_color,candle_pattern_confidence,trap_detector_trap_detected,trap_detector_trap_type,trap_detector_trap_score,trap_detector_false_breakout,trap_detector_stop_hunt,trap_detector_rejection_wick,trap_detector_confidence,conflict_conflict_detected,conflict_conflict_score,conflict_agreement_score,conflict_ema_direction,conflict_momentum_direction,conflict_candle_direction,conflict_conflicting_signals,conflict_all_aligned,conflict_confidence,continuation_continuation_probability,continuation_reversal_probability,continuation_pullback_health,continuation_momentum_intact,continuation_volume_supports_move,continuation_bias,continuation_confidence,continuation_retest_detected,continuation_retest_quality,continuation_retest_type,divergence_divergence_detected,divergence_divergence_type,divergence_rsi_divergence,divergence_macd_divergence,divergence_divergence_strength,divergence_both_confirm,divergence_confidence,efficiency_efficiency_ratio,efficiency_path_efficiency,efficiency_directional_efficiency,efficiency_overall_efficiency,efficiency_movement_quality,efficiency_is_efficient,efficiency_confidence,persistence_persistence_score,persistence_autocorrelation,persistence_max_consecutive_run,persistence_trend_persistence,persistence_is_persistent,persistence_behavior,persistence_confidence,persistence_expansion_persistence,persistence_fatigue_risk,transition_in_transition,transition_transition_type,transition_volatility_shift,transition_momentum_shift,transition_structure_shift,transition_stability_score,transition_is_stable,transition_confidence,analysis_trend_direction,analysis_trend_strength,analysis_trend_type,analysis_volatility_regime,engines_trend_direction,engines_trend_strength,engines_trend_momentum,engines_trend_type,engines_trend_confidence,engines_trend_reversal_risk,engines_trend_sustain_probability,engines_strength_momentum_level,engines_strength_divergence,engines_strength_strength_score,engines_strength_exhaustion_risk,engines_strength_confidence,engines_volatility_regime,engines_volatility_volatility_score,engines_volatility_expansion_probability,engines_volatility_contraction_probability,engines_volatility_volatility_zscore,engines_volatility_spike_detected,engines_volatility_confidence,engines_volatility_bbw_compression_ratio,engines_volatility_compression_quality,engines_structure_structure_type,engines_structure_structure_score,engines_structure_bos_detected,engines_structure_bos_type,engines_structure_key_zones_strong_support,engines_structure_key_zones_strong_resistance,engines_structure_key_zones_middle,engines_structure_zone_proximity,engines_structure_breakout_probability,engines_structure_reversal_probability,engines_structure_confidence,engines_mtf_alignment_score,engines_mtf_dominant_direction,engines_mtf_htf_direction,engines_mtf_ltf_direction,engines_mtf_htf_ltf_conflict,engines_mtf_timeframes_analyzed,engines_mtf_confidence_from_mtf,engines_mtf_confidence,market_state,market_state_full_state,market_state_full_confidence,market_state_full_quality_score,market_state_full_tradeable,market_state_full_stability,market_state_full_description,market_state_full_metrics_volume_ratio,market_state_full_metrics_noise_level,market_state_full_metrics_rsi_extreme_bull,market_state_full_metrics_rsi_extreme_bear,market_state_full_metrics_price_above_ma20,market_state_full_metrics_price_above_ma50,market_state_full_metrics_wick_lower_ratio,market_state_full_metrics_wick_upper_ratio,market_state_full_metrics_compression_detected,market_state_full_metrics_divergence_detected,market_state_full_metrics_volume_surge,market_state_full_metrics_adaptive_adx_threshold,market_state_full_metrics_is_otc,signals_triggered,signals_count,signals_top_signal,market_context_state,market_context_description,market_context_volatility_regime,market_context_news_impact,market_context_expected_volatility_%,market_context_recent_ai_memory,decision_layer_tradeable,decision_layer_tradeable_reason,decision_layer_confidence_score,decision_layer_stability_score,decision_layer_quality_score,decision_layer_risk_level,decision_layer_suggested_expiry_minutes,decision_layer_suggested_action,decision_layer_final_reason_th
2026-06-27 15:18:00,183.507375,183.525925,183.488895,183.506725,1.0,EURJPY-OTC,BULLISH,183.482083,183.461679,183.418806,183.345764,183.306947,183.388367,BULLISH,183.533461,183.32062,0.212842,0.510815,76.35,59.44,0.05409,0.050085,0.004006,70.64,78.81,0.105449,8.54,-1.44,0.10478,0.121301,20.63,21.32,13.34,23.03,0.0049,1,1.0,1.0,False,STABLE,0.010857,0.006701,0.003241,183.273435,183.586325,183.490212,183.538148,183.603462,183.424898,183.376962,21,2.97,183.51896,183.514423,183.496857,183.45611,47.8,52.35,0.024186,0.02527,56.22,69.0,0.050805,183.429235,183.586325,183.561773,183.436217,183.507182,183.525468,183.488438,1,1.0,183.506725,183.525925,183.488895,183.507375,LONDON,483182,LOW,183.506725,183.525925,183.488895,183.507375,LONDON,483182,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,38,43,26.666666666666668,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,UP,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,False,NONE,False,False,0,False,60,7.5914008364595205,2.927048217509594,60.0,23,POOR,False,75,87,0.030488948476522018,7,100.0,True,RANDOM,70,60.591058088578286,9.850791798657797,False,NONE,False,False,False,100,True,70,UP,100,CHOPPY,LOW,UP,100,0.0049,CHOPPY,75,30,75,NORMAL,NONE,60,30,70,LOW,58,55,45,-1.44,False,65,0.4166713976684318,100.0,RANGING,90,False,NONE,183.273435,183.538148,183.490212,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,58,60,True,29,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,LOW,0.057,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:19:00,183.507375,183.525925,183.488895,183.506725,1.0,EURJPY-OTC,BULLISH,183.482083,183.461679,183.418806,183.345764,183.306947,183.388367,BULLISH,183.533461,183.32062,0.212842,0.510815,76.35,59.44,0.05409,0.050085,0.004006,70.64,78.81,0.105449,8.54,-1.44,0.10478,0.121301,20.63,21.32,13.34,23.03,0.0049,1,1.0,1.0,False,STABLE,0.010857,0.006701,0.003241,183.273435,183.586325,183.490212,183.538148,183.603462,183.424898,183.376962,21,2.97,183.51896,183.514423,183.496857,183.45609,47.8,52.35,0.024186,0.02527,56.22,69.0,0.050805,183.429235,183.586325,183.561773,183.436217,183.507182,183.525468,183.488438,1,1.0,183.506725,183.525925,183.488895,183.507375,LONDON,542622,LOW,183.506725,183.525925,183.488895,183.507375,LONDON,542622,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,38,43,26.666666666666668,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,UP,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,False,NONE,False,False,0,False,60,7.5914008364595205,2.927048217509594,60.0,23,POOR,False,75,87,0.030488948476522018,7,100.0,True,RANDOM,70,60.591058088578286,9.850791798657797,False,NONE,False,False,False,100,True,70,UP,100,CHOPPY,LOW,UP,100,0.0049,CHOPPY,75,30,75,NORMAL,NONE,60,30,70,LOW,58,55,45,-1.44,False,65,0.4166713976684318,100.0,RANGING,90,False,NONE,183.273435,183.538148,183.490212,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,58,65,True,29,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",LOW,LOW,0.057,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:20:00,183.473355,183.494445,183.456785,183.456785,1.0,EURJPY-OTC,BULLISH,183.452424,183.449211,183.416358,183.347607,183.307943,183.383223,BEARISH,183.533421,183.318817,0.214604,0.507494,47.39,44.3,0.045332,0.049134,-0.003802,54.11,68.69,0.107074,13.57,-1.12,0.104302,0.120419,19.63,19.55,17.14,6.57,0.0054,1,1.0,1.0,False,STABLE,0.007745,0.005972,0.003399,183.273435,183.586325,183.418075,183.469475,183.545845,183.341705,183.290305,22,2.92,183.490647,183.501678,183.497419,183.464164,21.79,46.9,0.01149,0.020434,26.54,41.75,0.053619,183.436815,183.586325,183.56552,183.449933,183.469338,183.481892,183.444232,1,1.0,183.456785,183.494445,183.456785,183.473355,LONDON,303026,LOW,183.456785,183.494445,183.456785,183.473355,LONDON,303026,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,39,40,20.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,2.5754971422174444,1.5558785789705034,60.0,21,POOR,False,75,85,0.04044511414131009,7,89.99999999999999,True,RANDOM,70,64.91628615036208,5.273881495853813,False,NONE,False,False,False,100,True,70,UP,100,CHOPPY,LOW,UP,100,0.0054,CHOPPY,75,30,75,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.12,False,65,0.4228700240791024,100.0,RANGING,90,False,NONE,183.273435,183.469475,183.418075,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,58,65,True,28,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",LOW,LOW,0.058,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:22:00,183.473355,183.494445,183.456785,183.456785,1.0,EURJPY-OTC,BULLISH,183.452424,183.449211,183.416358,183.347607,183.307943,183.383223,BEARISH,183.533421,183.318817,0.214604,0.507494,47.39,44.3,0.045332,0.049134,-0.003802,54.11,68.69,0.107074,13.57,-1.12,0.104302,0.120419,19.63,19.55,17.14,6.57,0.0054,1,1.0,1.0,False,STABLE,0.007745,0.005972,0.003399,183.273435,183.586325,183.418075,183.469475,183.545845,183.341705,183.290305,22,2.92,183.490647,183.501678,183.497419,183.46419,21.79,46.9,0.01149,0.020434,26.54,41.75,0.053619,183.436815,183.586325,183.56552,183.449933,183.469338,183.481892,183.444232,1,1.0,183.456785,183.494445,183.456785,183.473355,LONDON,422808,LOW,183.456785,183.494445,183.456785,183.473355,LONDON,422808,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,39,40,20.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,2.5754971422174444,1.5558785789705034,60.0,21,POOR,False,75,85,0.04044511414131009,7,89.99999999999999,True,RANDOM,70,64.91628615036208,5.273881495853813,False,NONE,False,False,False,100,True,70,UP,100,CHOPPY,LOW,UP,100,0.0054,CHOPPY,75,30,75,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.12,False,65,0.4228700240791024,100.0,RANGING,90,False,NONE,183.273435,183.469475,183.418075,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,58,60,True,28,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,LOW,0.058,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:23:00,183.473355,183.494445,183.456785,183.456785,1.0,EURJPY-OTC,BULLISH,183.452424,183.449211,183.416358,183.347607,183.307943,183.383223,BEARISH,183.533421,183.318817,0.214604,0.507494,47.39,44.3,0.045332,0.049134,-0.003802,54.11,68.69,0.107074,13.57,-1.12,0.104302,0.120419,19.63,19.55,17.14,6.57,0.0054,1,1.0,1.0,False,STABLE,0.007745,0.005972,0.003399,183.273435,183.586325,183.418075,183.469475,183.545845,183.341705,183.290305,22,2.92,183.490647,183.501678,183.497419,183.464193,21.79,46.9,0.01149,0.020434,26.54,41.75,0.053619,183.436815,183.586325,183.56552,183.449933,183.469338,183.481892,183.444232,1,1.0,183.456785,183.494445,183.456785,183.473355,LONDON,483142,LOW,183.456785,183.494445,183.456785,183.473355,LONDON,483142,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,39,40,20.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,2.5754971422174444,1.5558785789705034,60.0,21,POOR,False,75,85,0.04044511414131009,7,89.99999999999999,True,RANDOM,70,64.91628615036208,5.273881495853813,False,NONE,False,False,False,100,True,70,UP,100,CHOPPY,LOW,UP,100,0.0054,CHOPPY,75,30,75,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.12,False,65,0.4228700240791024,100.0,RANGING,90,False,NONE,183.273435,183.469475,183.418075,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,58,60,True,28,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,LOW,0.058,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:24:00,183.473355,183.494445,183.456785,183.456785,1.0,EURJPY-OTC,BULLISH,183.452424,183.449211,183.416358,183.347607,183.307943,183.383223,BEARISH,183.533421,183.318817,0.214604,0.507494,47.39,44.3,0.045332,0.049134,-0.003802,54.11,68.69,0.107074,13.57,-1.12,0.104302,0.120419,19.63,19.55,17.14,6.57,0.0054,1,1.0,1.0,False,STABLE,0.007745,0.005972,0.003399,183.273435,183.586325,183.418075,183.469475,183.545845,183.341705,183.290305,22,2.92,183.490647,183.501678,183.497419,183.464202,21.79,46.9,0.01149,0.020434,26.54,41.75,0.053619,183.436815,183.586325,183.56552,183.449933,183.469338,183.481892,183.444232,1,1.0,183.456785,183.494445,183.456785,183.473355,LONDON,542547,LOW,183.456785,183.494445,183.456785,183.473355,LONDON,542547,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,39,40,20.0,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,2.5754971422174444,1.5558785789705034,60.0,21,POOR,False,75,85,0.04044511414131009,7,89.99999999999999,True,RANDOM,70,64.91628615036208,5.273881495853813,False,NONE,False,False,False,100,True,70,UP,100,CHOPPY,LOW,UP,100,0.0054,CHOPPY,75,30,75,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.12,False,65,0.4228700240791024,100.0,RANGING,90,False,NONE,183.273435,183.469475,183.418075,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,58,60,True,28,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,LOW,0.058,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:25:00,183.395915,183.430845,183.389315,183.423895,1.0,EURJPY-OTC,BULLISH,183.431904,183.438603,183.41393,183.34932,183.310438,183.38954,BEARISH,183.531822,183.323478,0.208345,0.504206,25.12,43.2,0.037774,0.046862,-0.009088,40.24,55.0,0.105268,9.55,-1.36,0.103891,0.118647,18.7,18.61,16.32,6.57,-0.0027,1,1.0,1.0,False,STABLE,2e-06,0.004428,0.003494,183.273435,183.586325,183.407462,183.435258,183.479652,183.363068,183.335272,23,2.97,183.423494,183.445368,183.46402,183.454827,22.79,40.6,-0.014266,0.000901,19.53,16.55,0.049257,183.366675,183.586325,183.59179,183.384136,183.414685,183.440055,183.398525,1,1.0,183.423895,183.430845,183.389315,183.395915,LONDON,302901,LOW,183.423895,183.430845,183.389315,183.395915,LONDON,302901,LOW,DOJI,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,36,43,20.0,50,NEUTRAL,False,70,['DOJI'],1,20,NEUTRAL,BEARISH,60,True,REJECTION,25,False,False,True,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,4.5938728358382805,0.5958051761497264,60.0,21,POOR,False,75,84,0.04637732560195981,7,80.0,True,RANDOM,70,63.43332002746031,4.467553823965604,False,NONE,False,False,False,100,True,70,UP,20,CHOPPY,LOW,UP,20,-0.0027,CHOPPY,55,30,50,WEAK,NONE,50,30,60,LOW,58,55,45,-1.36,False,65,0.4132140434663609,100.0,RANGING,90,False,NONE,183.273435,183.435258,183.407462,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,50,60,True,28,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,LOW,0.057,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:26:00,183.395915,183.430845,183.389315,183.423895,1.0,EURJPY-OTC,BULLISH,183.431904,183.438603,183.41393,183.34932,183.310438,183.38954,BEARISH,183.531822,183.323478,0.208345,0.504206,25.12,43.2,0.037774,0.046862,-0.009088,40.24,55.0,0.105268,9.55,-1.36,0.103891,0.118647,18.7,18.61,16.32,6.57,-0.0027,1,1.0,1.0,False,STABLE,2e-06,0.004428,0.003494,183.273435,183.586325,183.407462,183.435258,183.479652,183.363068,183.335272,23,2.97,183.423494,183.445368,183.46402,183.454805,22.79,40.6,-0.014266,0.000901,19.53,16.55,0.049257,183.366675,183.586325,183.59179,183.384136,183.414685,183.440055,183.398525,1,1.0,183.423895,183.430845,183.389315,183.395915,LONDON,363129,LOW,183.423895,183.430845,183.389315,183.395915,LONDON,363129,LOW,DOJI,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,36,43,20.0,50,NEUTRAL,False,70,['DOJI'],1,20,NEUTRAL,BEARISH,60,True,REJECTION,25,False,False,True,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,4.5938728358382805,0.5958051761497264,60.0,21,POOR,False,75,84,0.04637732560195981,7,80.0,True,RANDOM,70,63.43332002746031,4.467553823965604,False,NONE,False,False,False,100,True,70,UP,20,CHOPPY,LOW,UP,20,-0.0027,CHOPPY,55,30,50,WEAK,NONE,50,30,60,LOW,58,55,45,-1.36,False,65,0.4132140434663609,100.0,RANGING,90,False,NONE,183.273435,183.435258,183.407462,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,SIDEWAY_RANGE,SIDEWAY_RANGE,50,60,True,28,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,LOW,0.057,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 15:27:00,183.395915,183.430845,183.389315,183.423895,1.0,EURJPY-OTC,BULLISH,183.431904,183.438603,183.41393,183.34932,183.310438,183.38954,BEARISH,183.531822,183.323478,0.208345,0.504206,25.12,43.2,0.037774,0.046862,-0.009088,40.24,55.0,0.105268,9.55,-1.36,0.103891,0.118647,18.7,18.61,16.32,6.57,-0.0027,1,1.0,1.0,False,STABLE,2e-06,0.004428,0.003494,183.273435,183.586325,183.407462,183.435258,183.479652,183.363068,183.335272,23,2.97,183.423494,183.445368,183.46402,183.454817,22.79,40.6,-0.014266,0.000901,19.53,16.55,0.049257,183.366675,183.586325,183.59179,183.384136,183.414685,183.440055,183.398525,1,1.0,183.423895,183.430845,183.389315,183.395915,LONDON,422486,LOW,183.423895,183.430845,183.389315,183.395915,LONDON,422486,LOW,DOJI,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,36,43,20.0,50,NEUTRAL,False,70,['DOJI'],1,20,NEUTRAL,BEARISH,60,True,REJECTION,25,False,False,True,70,False,0,100,NONE,NONE,UP,0,True,75,65,35,80,False,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,False,True,50,False,70,4.5938728358382805,0.5958051761497264,60.0,21,POOR,False,75,84,0.04637732560195981,7,80.0,True,RANDOM,70,63.43332002746031,4.467553823965604,False,NONE,False,False,False,100,True,70,UP,20,CHOPPY,LOW,UP,20,-0.0027,CHOPPY,55,30,50,WEAK,NONE,50,30,60,LOW,58,55,45,-1.36,False,65,0.4132140434663609,100.0,RANGING,90,False,NONE,183.273435,183.435258,183.407462,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,28,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,18,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",LOW,LOW,0.057,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-27 16:49:00,183.467335,183.480405,183.422465,183.477735,1.0,EURJPY-OTC,BULLISH,183.351749,183.293573,183.283566,183.293271,183.289987,183.388361,BULLISH,183.53547,182.992,0.543471,0.508405,75.56,64.39,-0.00167,-0.031971,0.030301,87.03,65.83,0.128572,92.96,1.61,0.12234,0.110764,21.95,25.04,16.12,21.69,0.1766,1,1.0,1.0,False,STABLE,0.034598,-0.004835,0.001147,183.050645,183.586325,183.430338,183.498752,183.548818,183.380272,183.311858,42,4.17,183.452861,183.40231,183.333116,183.269982,87.2,73.73,0.076151,0.052336,92.01,92.92,0.057854,183.133545,183.497715,183.538373,183.067923,183.460202,183.497938,183.439998,1,1.0,183.477735,183.480405,183.422465,183.467335,LONDON,543304,LOW,183.477735,183.480405,183.422465,183.467335,LONDON,543304,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,BEARISH,CHAOTIC,TRUE,TESTING_PIVOT,39,36,-6.666666666666667,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,REJECTION,25,False,False,True,70,False,0,50,NONE,NONE,NONE,0,False,75,92,8,80,True,True,CONTINUATION,70,False,0.0,NONE,True,BEARISH,True,True,90,True,70,4.507329821551089,2.325397265263109,65.0,23,POOR,False,75,79,0.023450049557098642,7,50.0,True,RANDOM,70,72.57828758250115,1.3513378112940415,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,100,CHOPPY,EXTREME,NONE,100,0.1766,CHOPPY,20,50,30,NORMAL,NONE,65,40,75,EXTREME,88,40,60,1.61,False,40,1.068972571080143,14.734742891985718,RANGING,90,False,NONE,183.050645,183.498752,183.430338,FAR,30,50,85,50,NONE,NONE,NONE,False,[],0,0,ACCUMULATION,ACCUMULATION,50,65,True,26,"Smart money accumulation. Bullish bias, look for breakout.",1.0,0.5,False,False,True,True,0.3,0.3,False,False,False,22,True,[],0,NO,ACCUMULATION,"Smart money accumulation. Bullish bias, look for breakout.",EXTREME,LOW,0.07,[],True,Passed basic checks,0,50,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
