timestamp,open,high,low,close,volume,symbol,m15_bias,m5_ema5,m5_ema10,m5_ema20,m5_ema50,m5_ema100,m5_ema200,m5_bias,m5_bb_upper,m5_bb_lower,m5_bb_width,m5_bbw_sma_100,m5_rsi7,m5_rsi14,m5_macd,m5_macd_signal,m5_macd_hist,m5_stoch_k,m5_stoch_d,m5_atr14,m5_atr_percentile,m5_atr_zscore,m5_atr_recent_avg,m5_atr_past_avg,m5_adx,m5_di_plus,m5_di_minus,m5_dx,m5_roc,m5_volume,m5_volume_ma20,m5_volume_ratio,m5_volume_spike,m5_slope_10,m5_slope_20,m5_slope_50,m5_pivot,m5_r1,m5_r2,m5_s1,m5_s2,m5_box_duration,m5_box_tightness,m5_support,m5_resistance,m5_volume_trend,m1_ema5,m1_ema10,m1_ema20,m1_ema50,m1_rsi7,m1_rsi14,m1_macd,m1_macd_signal,m1_stoch_k,m1_stoch_d,m1_atr14,m1_bb_upper,m1_bb_lower,m1_pivot,m1_r1,m1_s1,m1_volume,m1_volume_ratio,meta_close,meta_high,meta_low,meta_open,meta_session,meta_data_age_ms,meta_data_quality,ohlcv_close,ohlcv_high,ohlcv_low,ohlcv_open,ohlcv_session,ohlcv_data_age_ms,ohlcv_data_quality,price_action_pattern,price_action_last_candle_bias,price_action_last_candle,price_action_body_strength,price_action_rejection_zone,price_action_wick_dominance,price_action_momentum_bias,price_action_move_quality,price_action_trap_alert,price_action_sr_interaction,price_action_volume_momentum,behavior_conviction,behavior_hesitation,behavior_pressure_balance,behavior_participation,behavior_behavior,behavior_is_decisive,behavior_confidence,candle_pattern_patterns_detected,candle_pattern_pattern_count,candle_pattern_pattern_strength,candle_pattern_bias,candle_pattern_last_candle_color,candle_pattern_confidence,trap_detector_trap_detected,trap_detector_trap_type,trap_detector_trap_score,trap_detector_false_breakout,trap_detector_stop_hunt,trap_detector_rejection_wick,trap_detector_confidence,conflict_conflict_detected,conflict_conflict_score,conflict_agreement_score,conflict_ema_direction,conflict_momentum_direction,conflict_candle_direction,conflict_conflicting_signals,conflict_all_aligned,conflict_confidence,continuation_continuation_probability,continuation_reversal_probability,continuation_pullback_health,continuation_momentum_intact,continuation_volume_supports_move,continuation_bias,continuation_confidence,continuation_retest_detected,continuation_retest_quality,continuation_retest_type,divergence_divergence_detected,divergence_divergence_type,divergence_rsi_divergence,divergence_macd_divergence,divergence_divergence_strength,divergence_both_confirm,divergence_confidence,efficiency_efficiency_ratio,efficiency_path_efficiency,efficiency_directional_efficiency,efficiency_overall_efficiency,efficiency_movement_quality,efficiency_is_efficient,efficiency_confidence,persistence_persistence_score,persistence_autocorrelation,persistence_max_consecutive_run,persistence_trend_persistence,persistence_is_persistent,persistence_behavior,persistence_confidence,persistence_expansion_persistence,persistence_fatigue_risk,transition_in_transition,transition_transition_type,transition_volatility_shift,transition_momentum_shift,transition_structure_shift,transition_stability_score,transition_is_stable,transition_confidence,analysis_trend_direction,analysis_trend_strength,analysis_trend_type,analysis_volatility_regime,engines_trend_direction,engines_trend_strength,engines_trend_momentum,engines_trend_type,engines_trend_confidence,engines_trend_reversal_risk,engines_trend_sustain_probability,engines_strength_momentum_level,engines_strength_divergence,engines_strength_strength_score,engines_strength_exhaustion_risk,engines_strength_confidence,engines_volatility_regime,engines_volatility_volatility_score,engines_volatility_expansion_probability,engines_volatility_contraction_probability,engines_volatility_volatility_zscore,engines_volatility_spike_detected,engines_volatility_confidence,engines_volatility_bbw_compression_ratio,engines_volatility_compression_quality,engines_structure_structure_type,engines_structure_structure_score,engines_structure_bos_detected,engines_structure_bos_type,engines_structure_key_zones_strong_support,engines_structure_key_zones_strong_resistance,engines_structure_key_zones_middle,engines_structure_zone_proximity,engines_structure_breakout_probability,engines_structure_reversal_probability,engines_structure_confidence,engines_mtf_directions_by_tf_M1,engines_mtf_directions_by_tf_M5,engines_mtf_directions_by_tf_M15,engines_mtf_alignment_score,engines_mtf_dominant_direction,engines_mtf_htf_direction,engines_mtf_ltf_direction,engines_mtf_htf_ltf_conflict,engines_mtf_timeframes_analyzed,engines_mtf_confidence_from_mtf,engines_mtf_confidence,market_state,market_state_full_state,market_state_full_confidence,market_state_full_quality_score,market_state_full_tradeable,market_state_full_stability,market_state_full_description,market_state_full_metrics_volume_ratio,market_state_full_metrics_noise_level,market_state_full_metrics_rsi_extreme_bull,market_state_full_metrics_rsi_extreme_bear,market_state_full_metrics_price_above_ma20,market_state_full_metrics_price_above_ma50,market_state_full_metrics_wick_lower_ratio,market_state_full_metrics_wick_upper_ratio,market_state_full_metrics_compression_detected,market_state_full_metrics_divergence_detected,market_state_full_metrics_volume_surge,market_state_full_metrics_adaptive_adx_threshold,market_state_full_metrics_is_otc,signals_triggered,signals_count,signals_top_signal,market_context_state,market_context_description,market_context_volatility_regime,market_context_news_impact,market_context_expected_volatility_%,market_context_recent_ai_memory,decision_layer_tradeable,decision_layer_tradeable_reason,decision_layer_confidence_score,decision_layer_stability_score,decision_layer_quality_score,decision_layer_risk_level,decision_layer_suggested_expiry_minutes,decision_layer_suggested_action,decision_layer_final_reason_th
2026-06-30 20:02:00,0.857855,0.858085,0.857755,0.857935,1.0,EURGBP-OTC,BULLISH,0.857644,0.857557,0.857454,0.857007,0.856471,0.85629,BULLISH,0.85811,0.856821,0.001289,0.002113,60.61,56.64,0.000153,0.000148,5e-06,58.69,43.51,0.000616,17.5,-1.05,0.000635,0.00067,13.73,23.36,15.5,20.22,0.1027,1.0,1.0,1.0,False,4.2e-05,1.1e-05,2.7e-05,0.857905,0.858055,0.858235,0.857725,0.857575,20,2.31,0.856815,0.858235,NO_VOLUME_DATA,0.857785,0.857627,0.857535,0.857479,76.83,63.83,7.7e-05,-9e-06,93.94,94.68,0.00028,0.858017,0.856831,0.857925,0.858095,0.857765,1.0,1.0,0.857935,0.858085,0.857755,0.857855,LONDON,124445,LOW,0.857935,0.858085,0.857755,0.857855,LONDON,124445,LOW,DOJI,BULLISH,BULLISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,40,30,6.909090909084958,50,NEUTRAL,False,70,['DOJI'],1,20,NEUTRAL,BULLISH,60,True,REJECTION,25,False,False,True,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,True,90,True,70,10.238907849830353,4.142973192526434,50.0,21,POOR,False,75,36,-0.36188569617205474,4,10.000000000000009,False,MEAN_REVERTING,70,46.36308445779589,4.418333619683763,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,LOW,UP,60,0.1027,CORRECTIVE,65,30,60,WEAK,NONE,50,30,60,LOW,58,55,45,-1.05,False,65,0.6100331282536678,100.0,RANGING,90,False,NONE,0.856815,0.858055,0.857905,FAR,30,50,85,UP,UP,UP,100,UP,UP,UP,False,"['M1', 'M5', 'M15']",100,100,SIDEWAY_RANGE,SIDEWAY_RANGE,55,60,True,26,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,NONE_OTC,0.072,[],True,Passed basic checks,0,100,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:04:00,0.857855,0.858085,0.857755,0.857935,1.0,EURGBP-OTC,BULLISH,0.857611,0.857538,0.857445,0.857003,0.856469,0.856289,BULLISH,0.858094,0.856827,0.001267,0.002113,57.7,55.32,0.000145,0.000147,-2e-06,56.34,42.72,0.000622,22.5,-0.84,0.000635,0.00067,13.73,23.14,15.36,20.22,0.091,1.0,1.0,1.0,False,3.6e-05,1e-05,2.6e-05,0.857845,0.858015,0.858255,0.857605,0.857435,20,2.28,0.856815,0.858235,NO_VOLUME_DATA,0.857785,0.857627,0.857535,0.85748,76.83,63.83,7.7e-05,-9e-06,93.94,94.68,0.00028,0.858017,0.856831,0.857925,0.858095,0.857765,1.0,1.0,0.857935,0.858085,0.857755,0.857855,LONDON,243955,LOW,0.857935,0.858085,0.857755,0.857855,LONDON,243955,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,NONE,TESTING_PIVOT,NORMAL,40,30,5.655836341749781,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,False,NONE,0,False,False,False,60,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,True,90,True,70,8.417508417507726,3.309120258272015,55.00000000000001,22,POOR,False,75,36,-0.36876781872471714,4,10.000000000000009,False,MEAN_REVERTING,70,45.623536984319756,4.9938973587715765,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,LOW,UP,60,0.091,CORRECTIVE,65,30,60,WEAK,BEARISH,50,30,60,LOW,58,55,45,-0.84,False,65,0.599621391386654,98.0,RANGING,90,False,NONE,0.856815,0.858015,0.857845,FAR,30,50,85,UP,UP,UP,100,UP,UP,UP,False,"['M1', 'M5', 'M15']",100,100,SIDEWAY_RANGE,SIDEWAY_RANGE,56,60,True,26,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,NONE_OTC,0.072,[],True,Passed basic checks,0,100,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:05:00,0.857855,0.858085,0.857755,0.857935,1.0,EURGBP-OTC,BULLISH,0.857698,0.857586,0.857469,0.857013,0.856479,0.856333,BULLISH,0.858142,0.856805,0.001337,0.002113,63.63,58.27,0.000166,0.000151,1.5e-05,62.44,44.76,0.000625,21.11,-0.67,0.000636,0.00067,13.8,23.49,15.29,21.17,0.1214,1.0,1.0,1.0,False,5e-05,1.4e-05,2.7e-05,0.857945,0.858215,0.858395,0.857765,0.857495,20,2.27,0.856815,0.858235,NO_VOLUME_DATA,0.857785,0.857627,0.857535,0.85748,76.83,63.83,7.7e-05,-9e-06,93.94,94.68,0.00028,0.858017,0.856831,0.857925,0.858095,0.857765,1.0,1.0,0.857935,0.858085,0.857755,0.857855,LONDON,305795,LOW,0.857935,0.858085,0.857755,0.857855,LONDON,305795,LOW,NONE,BULLISH,BULLISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,NONE,TESTING_PIVOT,NORMAL,41,26,8.680142687270521,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,False,NONE,0,False,False,False,60,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,True,90,True,70,12.624584717608103,5.390185036202202,50.0,22,POOR,False,75,36,-0.35002084261991423,4,10.000000000000009,False,MEAN_REVERTING,70,47.57175791475922,3.472026824821025,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,LOW,UP,60,0.1214,CORRECTIVE,65,30,60,WEAK,NONE,50,30,60,LOW,58,55,45,-0.67,False,65,0.6327496450544251,99.112,RANGING,90,False,NONE,0.856815,0.858215,0.857945,FAR,30,50,85,UP,UP,UP,100,UP,UP,UP,False,"['M1', 'M5', 'M15']",100,100,SIDEWAY_RANGE,SIDEWAY_RANGE,56,60,True,26,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,NONE_OTC,0.073,[],True,Passed basic checks,0,100,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:12:00,0.857385,0.857445,0.857165,0.857365,1.0,EURGBP-OTC,BULLISH,0.857536,0.857526,0.857458,0.857043,0.856511,0.856319,BEARISH,0.858126,0.8568,0.001325,0.002078,47.38,50.4,0.00012,0.000143,-2.3e-05,56.34,61.89,0.000628,34.5,-0.44,0.000638,0.000664,12.5,20.16,18.52,4.26,-0.0373,1.0,1.0,1.0,False,-3.2e-05,1.3e-05,2.3e-05,0.857342,0.857518,0.857622,0.857238,0.857062,22,2.26,0.856815,0.858235,NO_VOLUME_DATA,0.857485,0.857581,0.857596,0.857541,34.62,43.14,7e-06,5.8e-05,16.37,28.91,0.000278,0.858223,0.856961,0.857325,0.857485,0.857205,1.0,1.0,0.857365,0.857445,0.857165,0.857385,LONDON,123742,LOW,0.857365,0.857445,0.857165,0.857385,LONDON,123742,LOW,NONE,BULLISH,BULLISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,42,26,2.3728813559276705,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BULLISH,40,True,REJECTION,25,False,False,True,70,False,0,50,NONE,NONE,NONE,0,False,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,True,90,True,70,3.8095238095224166,0.8744038155798189,55.00000000000001,19,POOR,False,75,36,-0.3421944907509691,4,9.999999999999998,False,MEAN_REVERTING,70,46.31635254862019,3.8091405895743966,True,MOMENTUM_SHIFT,False,True,False,65,True,70,NONE,60,CHOPPY,NORMAL,NONE,60,-0.0373,CHOPPY,20,50,30,WEAK,NONE,50,30,60,NORMAL,58,55,45,-0.44,False,80,0.6376323387872955,88.4,RANGING,90,False,NONE,0.856815,0.857518,0.857342,FAR,30,50,85,NONE,NONE,UP,33,UP,UP,NONE,False,"['M1', 'M5', 'M15']",33,33,SIDEWAY_RANGE,SIDEWAY_RANGE,62,60,True,25,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,False,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,NORMAL,NONE_OTC,0.073,[],True,Passed basic checks,0,33,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:32:00,0.857795,0.857855,0.857575,0.857625,1.0,EURGBP-OTC,BULLISH,0.857655,0.857628,0.857547,0.857146,0.856628,0.856547,BULLISH,0.858178,0.856885,0.001293,0.001991,48.46,51.09,0.000129,0.000142,-1.2e-05,59.21,61.77,0.000598,7.5,-1.42,0.000634,0.000653,13.33,20.74,14.81,16.7,0.0443,1.0,1.0,1.0,False,3.6e-05,2.1e-05,1.4e-05,0.857655,0.857755,0.857955,0.857455,0.857355,26,2.39,0.857165,0.858245,NO_VOLUME_DATA,0.857751,0.857771,0.857747,0.857658,41.71,47.2,4.2e-05,5.9e-05,34.57,43.0,0.000279,0.858098,0.857374,0.857685,0.857795,0.857515,1.0,1.0,0.857625,0.857855,0.857575,0.857795,LONDON,125123,LOW,0.857625,0.857855,0.857575,0.857795,LONDON,125123,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,45,20,-1.628664495119865,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,False,50,False,70,4.159132007232387,0.8561643835615234,50.0,18,POOR,False,75,36,-0.26251786087816603,4,10.000000000000009,False,MEAN_REVERTING,70,54.873879009450235,0.014628893136750535,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,LOW,UP,60,0.0443,CORRECTIVE,55,30,50,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.42,False,65,0.6494224008036162,100.0,RANGING,90,False,NONE,0.857165,0.857755,0.857655,FAR,30,50,85,NONE,UP,UP,66,UP,UP,NONE,False,"['M1', 'M5', 'M15']",66,66,SIDEWAY_RANGE,SIDEWAY_RANGE,54,60,True,26,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,NONE_OTC,0.07,[],True,Passed basic checks,0,66,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:33:00,0.857795,0.857855,0.857575,0.857625,1.0,EURGBP-OTC,BULLISH,0.857655,0.857628,0.857547,0.857146,0.856628,0.856547,BULLISH,0.858178,0.856885,0.001293,0.001991,48.46,51.09,0.000129,0.000142,-1.2e-05,59.21,61.77,0.000598,7.5,-1.42,0.000634,0.000653,13.33,20.74,14.81,16.7,0.0443,1.0,1.0,1.0,False,3.6e-05,2.1e-05,1.4e-05,0.857655,0.857755,0.857955,0.857455,0.857355,26,2.39,0.857165,0.858245,NO_VOLUME_DATA,0.857751,0.857771,0.857747,0.857658,41.71,47.2,4.2e-05,5.9e-05,34.57,43.0,0.000279,0.858098,0.857374,0.857685,0.857795,0.857515,1.0,1.0,0.857625,0.857855,0.857575,0.857795,LONDON,184712,LOW,0.857625,0.857855,0.857575,0.857795,LONDON,184712,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,45,20,-1.628664495119865,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,False,50,False,70,4.159132007232387,0.8561643835615234,50.0,18,POOR,False,75,36,-0.26251786087816603,4,10.000000000000009,False,MEAN_REVERTING,70,54.873879009450235,0.014628893136750535,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,LOW,UP,60,0.0443,CORRECTIVE,55,30,50,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.42,False,65,0.6494224008036162,100.0,RANGING,90,False,NONE,0.857165,0.857755,0.857655,FAR,30,50,85,NONE,UP,UP,66,UP,UP,NONE,False,"['M1', 'M5', 'M15']",66,66,SIDEWAY_RANGE,SIDEWAY_RANGE,54,60,True,26,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,NONE_OTC,0.07,[],True,Passed basic checks,0,66,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:34:00,0.857795,0.857855,0.857575,0.857625,1.0,EURGBP-OTC,BULLISH,0.857655,0.857628,0.857547,0.857146,0.856628,0.856547,BULLISH,0.858178,0.856885,0.001293,0.001991,48.46,51.09,0.000129,0.000142,-1.2e-05,59.21,61.77,0.000598,7.5,-1.42,0.000634,0.000653,13.33,20.74,14.81,16.7,0.0443,1.0,1.0,1.0,False,3.6e-05,2.1e-05,1.4e-05,0.857655,0.857755,0.857955,0.857455,0.857355,26,2.39,0.857165,0.858245,NO_VOLUME_DATA,0.857751,0.857771,0.857747,0.857658,41.71,47.2,4.2e-05,5.9e-05,34.57,43.0,0.000279,0.858098,0.857374,0.857685,0.857795,0.857515,1.0,1.0,0.857625,0.857855,0.857575,0.857795,LONDON,244326,LOW,0.857625,0.857855,0.857575,0.857795,LONDON,244326,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,45,20,-1.628664495119865,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,50,True,False,False,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,False,50,False,70,4.159132007232387,0.8561643835615234,50.0,18,POOR,False,75,36,-0.26251786087816603,4,10.000000000000009,False,MEAN_REVERTING,70,54.873879009450235,0.014628893136750535,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,LOW,UP,60,0.0443,CORRECTIVE,55,30,50,WEAK,BEARISH,50,30,60,LOW,58,55,45,-1.42,False,65,0.6494224008036162,100.0,RANGING,90,False,NONE,0.857165,0.857755,0.857655,FAR,30,50,85,NONE,UP,UP,66,UP,UP,NONE,False,"['M1', 'M5', 'M15']",66,66,SIDEWAY_RANGE,SIDEWAY_RANGE,54,60,True,26,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,LOW,NONE_OTC,0.07,[],True,Passed basic checks,0,66,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:35:00,0.857795,0.857855,0.857575,0.857625,1.0,EURGBP-OTC,BULLISH,0.857701,0.857654,0.85756,0.857151,0.856625,0.856506,BULLISH,0.858189,0.856888,0.001301,0.001992,52.28,52.9,0.000141,0.000144,-3e-06,62.47,62.86,0.000626,27.64,-0.71,0.000636,0.000653,12.37,19.82,18.6,3.18,0.0607,1.0,1.0,1.0,False,4.4e-05,2.3e-05,1.5e-05,0.857572,0.857978,0.858262,0.857288,0.856882,26,2.28,0.857165,0.858245,NO_VOLUME_DATA,0.857751,0.857771,0.857747,0.857658,41.71,47.2,4.2e-05,5.9e-05,34.57,43.0,0.000279,0.858098,0.857374,0.857685,0.857795,0.857515,1.0,1.0,0.857625,0.857855,0.857575,0.857795,LONDON,305002,LOW,0.857625,0.857855,0.857575,0.857795,LONDON,305002,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,43,23,-0.11025358324707496,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,75,True,False,True,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,False,50,False,70,6.864564007420798,0.3314001657004044,50.0,19,POOR,False,75,38,-0.26090864626423926,4,19.999999999999996,False,MEAN_REVERTING,70,55.30234091253745,0.23618751507758906,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,NORMAL,UP,60,0.0607,CORRECTIVE,55,30,50,WEAK,BEARISH,50,30,60,NORMAL,58,55,45,-0.71,False,80,0.6531124497991969,93.888,RANGING,90,False,NONE,0.857165,0.857978,0.857572,FAR,30,50,85,NONE,UP,UP,66,UP,UP,NONE,False,"['M1', 'M5', 'M15']",66,66,SIDEWAY_RANGE,SIDEWAY_RANGE,56,60,True,25,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,NORMAL,NONE_OTC,0.073,[],True,Passed basic checks,0,66,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:36:00,0.857795,0.857855,0.857575,0.857625,1.0,EURGBP-OTC,BULLISH,0.857701,0.857654,0.85756,0.857151,0.856625,0.856506,BULLISH,0.858189,0.856888,0.001301,0.001992,52.28,52.9,0.000141,0.000144,-3e-06,62.47,62.86,0.000626,27.64,-0.71,0.000636,0.000653,12.37,19.82,18.6,3.18,0.0607,1.0,1.0,1.0,False,4.4e-05,2.3e-05,1.5e-05,0.857572,0.857978,0.858262,0.857288,0.856882,26,2.28,0.857165,0.858245,NO_VOLUME_DATA,0.857751,0.857771,0.857747,0.857658,41.71,47.2,4.2e-05,5.9e-05,34.57,43.0,0.000279,0.858098,0.857374,0.857685,0.857795,0.857515,1.0,1.0,0.857625,0.857855,0.857575,0.857795,LONDON,364404,LOW,0.857625,0.857855,0.857575,0.857795,LONDON,364404,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,43,23,-0.11025358324707496,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,75,True,False,True,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,False,50,False,70,6.864564007420798,0.3314001657004044,50.0,19,POOR,False,75,38,-0.26090864626423926,4,19.999999999999996,False,MEAN_REVERTING,70,55.30234091253745,0.23618751507758906,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,NORMAL,UP,60,0.0607,CORRECTIVE,55,30,50,WEAK,BEARISH,50,30,60,NORMAL,58,55,45,-0.71,False,80,0.6531124497991969,93.888,RANGING,90,False,NONE,0.857165,0.857978,0.857572,FAR,30,50,85,NONE,UP,UP,66,UP,UP,NONE,False,"['M1', 'M5', 'M15']",66,66,SIDEWAY_RANGE,SIDEWAY_RANGE,56,60,True,25,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,NORMAL,NONE_OTC,0.073,[],True,Passed basic checks,0,66,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
2026-06-30 20:37:00,0.857795,0.857855,0.857575,0.857625,1.0,EURGBP-OTC,BULLISH,0.857701,0.857654,0.85756,0.857151,0.856625,0.856506,BULLISH,0.858189,0.856888,0.001301,0.001992,52.28,52.9,0.000141,0.000144,-3e-06,62.47,62.86,0.000626,27.64,-0.71,0.000636,0.000653,12.37,19.82,18.6,3.18,0.0607,1.0,1.0,1.0,False,4.4e-05,2.3e-05,1.5e-05,0.857572,0.857978,0.858262,0.857288,0.856882,26,2.28,0.857165,0.858245,NO_VOLUME_DATA,0.857751,0.857771,0.857747,0.857658,41.71,47.2,4.2e-05,5.9e-05,34.57,43.0,0.000279,0.858098,0.857374,0.857685,0.857795,0.857515,1.0,1.0,0.857625,0.857855,0.857575,0.857795,LONDON,423922,LOW,0.857625,0.857855,0.857575,0.857795,LONDON,423922,LOW,NONE,BEARISH,BEARISH,WEAK,AT_PIVOT,HIGH_WICK,NEUTRAL,CHAOTIC,TRUE,TESTING_PIVOT,NORMAL,43,23,-0.11025358324707496,50,NEUTRAL,False,70,[],0,0,NEUTRAL,BEARISH,40,True,BULL_TRAP,75,True,False,True,70,False,0,100,UP,NONE,NONE,0,True,75,55,45,80,False,True,NEUTRAL,70,False,0.0,NONE,True,BEARISH,True,False,50,False,70,6.864564007420798,0.3314001657004044,50.0,19,POOR,False,75,38,-0.26090864626423926,4,19.999999999999996,False,MEAN_REVERTING,70,55.30234091253745,0.23618751507758906,True,MOMENTUM_SHIFT,False,True,False,65,True,70,UP,60,CORRECTIVE,NORMAL,UP,60,0.0607,CORRECTIVE,55,30,50,WEAK,BEARISH,50,30,60,NORMAL,58,55,45,-0.71,False,80,0.6531124497991969,93.888,RANGING,90,False,NONE,0.857165,0.857978,0.857572,FAR,30,50,85,NONE,UP,UP,66,UP,UP,NONE,False,"['M1', 'M5', 'M15']",66,66,SIDEWAY_RANGE,SIDEWAY_RANGE,56,60,True,25,Price ranging between clear levels. Suitable for mean-reversion strategies.,1.0,0.5,False,False,True,True,0.3,0.3,True,False,False,18,True,[],0,NO,SIDEWAY_RANGE,Price ranging between clear levels. Suitable for mean-reversion strategies.,NORMAL,NONE_OTC,0.073,[],True,Passed basic checks,0,66,50,MEDIUM,5,WAIT,รอการวิเคราะห์จาก AI
