timestamp,action,expiry,confidence,ID
2026-08-21 20:05:05+00:00,PUT,2,75,EURGBPOTC0821200505
2026-08-21 20:05:08+00:00,CALL,2,75,EURGBPOTC0821200508
2026-08-21 20:08:03+00:00,CALL,2,75,EURGBPOTC0821200803
2026-08-21 20:11:03+00:00,CALL,2,75,EURGBPOTC0821201103
2026-08-21 20:12:02+00:00,WAIT,1,45,EURGBPOTC0821201202
2026-08-21 20:16:03+00:00,WAIT,1,45,EURGBPOTC0821201603
2026-08-21 20:16:05+00:00,CALL,2,75,EURGBPOTC0821201605
2026-08-21 20:19:02+00:00,PUT,3,65,EURGBPOTC0821201902
