timestamp,open,high,low,close,volume,age,quality
2026-08-23 07:15:00+00:00,0.792925,0.792955,0.792745,0.792805,0,15001506,STALE
2026-08-23 07:16:00+00:00,0.792815,0.792855,0.792605,0.792685,0,14941506,STALE
2026-08-23 07:17:00+00:00,0.792695,0.792845,0.792615,0.792845,0,14881506,STALE
2026-08-23 07:18:00+00:00,0.792825,0.792935,0.792775,0.792885,0,14821506,STALE
2026-08-23 07:19:00+00:00,0.792875,0.792875,0.792455,0.792525,0,14761506,STALE
2026-08-23 07:20:00+00:00,0.792535,0.792555,0.792315,0.792435,0,14701506,STALE
2026-08-23 07:21:00+00:00,0.792425,0.792445,0.792295,0.792415,0,14641506,STALE
2026-08-23 07:22:00+00:00,0.792395,0.792555,0.792385,0.792475,0,14581506,STALE
2026-08-23 07:23:00+00:00,0.792485,0.792575,0.792355,0.792355,0,14521506,STALE
2026-08-23 07:24:00+00:00,0.792365,0.792425,0.792255,0.792405,0,14461506,STALE
2026-08-23 07:25:00+00:00,0.792415,0.792545,0.792315,0.792325,0,14401506,STALE
2026-08-23 07:26:00+00:00,0.792335,0.792485,0.792295,0.792455,0,14341506,STALE
2026-08-23 07:27:00+00:00,0.792475,0.792655,0.792455,0.792655,0,14281506,STALE
2026-08-23 07:28:00+00:00,0.792645,0.792775,0.792525,0.792535,0,14221506,STALE
2026-08-23 07:29:00+00:00,0.792475,0.792605,0.792385,0.792605,0,14161506,STALE
2026-08-23 07:30:00+00:00,0.792595,0.792685,0.792385,0.792395,0,14101506,STALE
2026-08-23 07:31:00+00:00,0.792385,0.792545,0.792355,0.792395,0,14041506,STALE
2026-08-23 07:32:00+00:00,0.792385,0.792495,0.792305,0.792405,0,13981506,STALE
2026-08-23 07:33:00+00:00,0.792405,0.792515,0.792355,0.792365,0,13921506,STALE
2026-08-23 07:34:00+00:00,0.792355,0.792415,0.792255,0.792335,0,13861506,STALE
2026-08-23 07:35:00+00:00,0.792335,0.792455,0.792305,0.792315,0,13801506,STALE
2026-08-23 07:36:00+00:00,0.792295,0.792365,0.792185,0.792265,0,13741506,STALE
2026-08-23 07:37:00+00:00,0.792255,0.792275,0.792025,0.792055,0,13681506,STALE
2026-08-23 07:38:00+00:00,0.792045,0.792135,0.791945,0.791945,0,13621506,STALE
2026-08-23 07:39:00+00:00,0.791955,0.792165,0.791885,0.792145,0,13561506,STALE
2026-08-23 07:40:00+00:00,0.792135,0.792185,0.791895,0.791895,0,13501506,STALE
2026-08-23 07:41:00+00:00,0.791885,0.791985,0.791835,0.791865,0,13441506,STALE
2026-08-23 07:42:00+00:00,0.791875,0.792035,0.791855,0.791885,0,13381506,STALE
2026-08-23 07:43:00+00:00,0.791905,0.792035,0.791895,0.792005,0,13321506,STALE
2026-08-23 07:44:00+00:00,0.791995,0.792285,0.791955,0.792285,0,13261506,STALE
2026-08-23 07:45:00+00:00,0.792265,0.792445,0.792245,0.792325,0,13201506,STALE
2026-08-23 07:46:00+00:00,0.792315,0.792375,0.792255,0.792315,0,13141506,STALE
2026-08-23 07:47:00+00:00,0.792305,0.792425,0.792205,0.792245,0,13081506,STALE
2026-08-23 07:48:00+00:00,0.792225,0.792265,0.792125,0.792185,0,13021506,STALE
2026-08-23 07:49:00+00:00,0.792175,0.792185,0.791755,0.791755,0,12961506,STALE
2026-08-23 07:50:00+00:00,0.791755,0.791865,0.791755,0.791845,0,12901506,STALE
2026-08-23 07:51:00+00:00,0.791855,0.791915,0.791705,0.791905,0,12841506,STALE
2026-08-23 07:52:00+00:00,0.791915,0.791935,0.791745,0.791795,0,12781506,STALE
2026-08-23 07:53:00+00:00,0.791825,0.792005,0.791795,0.791965,0,12721506,STALE
2026-08-23 07:54:00+00:00,0.791955,0.792005,0.791735,0.791815,0,12661506,STALE
2026-08-23 07:55:00+00:00,0.791845,0.791875,0.791705,0.791735,0,12601506,STALE
2026-08-23 07:56:00+00:00,0.791725,0.792125,0.791715,0.792115,0,12541506,STALE
2026-08-23 07:57:00+00:00,0.792105,0.792185,0.791855,0.791855,0,12481506,STALE
2026-08-23 07:58:00+00:00,0.791875,0.792025,0.791785,0.791885,0,12421506,STALE
2026-08-23 07:59:00+00:00,0.791895,0.791985,0.791835,0.791905,0,12361506,STALE
2026-08-23 08:00:00+00:00,0.791895,0.792205,0.791895,0.792155,0,12301506,STALE
2026-08-23 08:01:00+00:00,0.792145,0.792415,0.792135,0.792365,0,12241506,STALE
2026-08-23 08:02:00+00:00,0.792375,0.792465,0.792285,0.792375,0,12181506,STALE
2026-08-23 08:03:00+00:00,0.792385,0.792385,0.792085,0.792155,0,12121506,STALE
2026-08-23 08:04:00+00:00,0.792145,0.792185,0.791955,0.791965,0,12061506,STALE
2026-08-23 08:05:00+00:00,0.791955,0.791955,0.791645,0.791665,0,12001506,STALE
2026-08-23 08:06:00+00:00,0.791685,0.792045,0.791585,0.792045,0,11941506,STALE
2026-08-23 08:07:00+00:00,0.792055,0.792325,0.792055,0.792215,0,11881506,STALE
2026-08-23 08:08:00+00:00,0.792225,0.792305,0.792155,0.792245,0,11821506,STALE
2026-08-23 08:09:00+00:00,0.792235,0.792495,0.792235,0.792355,0,11761506,STALE
2026-08-23 08:10:00+00:00,0.792345,0.792575,0.792335,0.792495,0,11701506,STALE
2026-08-23 08:11:00+00:00,0.792525,0.792765,0.792525,0.792765,0,11641506,STALE
2026-08-23 08:12:00+00:00,0.792775,0.793035,0.792585,0.792585,0,11581506,STALE
2026-08-23 08:13:00+00:00,0.792605,0.792735,0.792545,0.792705,0,11521506,STALE
2026-08-23 08:14:00+00:00,0.792685,0.792875,0.792675,0.792855,0,11461506,STALE
2026-08-23 08:15:00+00:00,0.792845,0.793035,0.792835,0.793015,0,11401506,STALE
2026-08-23 08:16:00+00:00,0.793025,0.793245,0.792935,0.793245,0,11341506,STALE
2026-08-23 08:17:00+00:00,0.793235,0.793255,0.793135,0.793205,0,11281506,STALE
2026-08-23 08:18:00+00:00,0.793195,0.793255,0.793085,0.793085,0,11221506,STALE
2026-08-23 08:19:00+00:00,0.793095,0.793315,0.793095,0.793215,0,11161506,STALE
2026-08-23 08:20:00+00:00,0.793205,0.793255,0.793135,0.793225,0,11101506,STALE
2026-08-23 08:21:00+00:00,0.793215,0.793505,0.793215,0.793495,0,11041506,STALE
2026-08-23 08:22:00+00:00,0.793495,0.793625,0.793385,0.793605,0,10981506,STALE
2026-08-23 08:23:00+00:00,0.793595,0.793695,0.793555,0.793695,0,10921506,STALE
2026-08-23 08:24:00+00:00,0.793705,0.793745,0.793575,0.793745,0,10861506,STALE
2026-08-23 08:25:00+00:00,0.793755,0.793835,0.793635,0.793795,0,10801506,STALE
2026-08-23 08:26:00+00:00,0.793785,0.793895,0.793745,0.793865,0,10741506,STALE
2026-08-23 08:27:00+00:00,0.793855,0.793875,0.793675,0.793755,0,10681506,STALE
2026-08-23 08:28:00+00:00,0.793745,0.793995,0.793725,0.793995,0,10621506,STALE
2026-08-23 08:29:00+00:00,0.794005,0.794045,0.793875,0.794015,0,10561506,STALE
2026-08-23 08:30:00+00:00,0.794015,0.794115,0.793865,0.793875,0,10501506,STALE
2026-08-23 08:31:00+00:00,0.793865,0.794035,0.793855,0.793965,0,10441506,STALE
2026-08-23 08:32:00+00:00,0.793975,0.794005,0.793725,0.793735,0,10381506,STALE
2026-08-23 08:33:00+00:00,0.793725,0.793825,0.793645,0.793645,0,10321506,STALE
2026-08-23 08:34:00+00:00,0.793635,0.793805,0.793625,0.793735,0,10261506,STALE
2026-08-23 08:35:00+00:00,0.793745,0.793905,0.793665,0.793875,0,10201506,STALE
2026-08-23 08:36:00+00:00,0.793885,0.793885,0.793645,0.793705,0,10141506,STALE
2026-08-23 08:37:00+00:00,0.793715,0.793765,0.793455,0.793475,0,10081506,STALE
2026-08-23 08:38:00+00:00,0.793465,0.793555,0.793425,0.793525,0,10021506,STALE
2026-08-23 08:39:00+00:00,0.793515,0.793675,0.793475,0.793655,0,9961506,STALE
2026-08-23 08:40:00+00:00,0.793665,0.793805,0.793655,0.793665,0,9901506,STALE
2026-08-23 08:41:00+00:00,0.793675,0.793725,0.793585,0.793655,0,9841506,STALE
2026-08-23 08:42:00+00:00,0.793645,0.793825,0.793635,0.793745,0,9781506,STALE
2026-08-23 08:43:00+00:00,0.793735,0.793985,0.793705,0.793975,0,9721506,STALE
2026-08-23 08:44:00+00:00,0.794005,0.794085,0.793845,0.793845,0,9661506,STALE
2026-08-23 08:45:00+00:00,0.793855,0.793945,0.793775,0.793785,0,9601506,STALE
2026-08-23 08:46:00+00:00,0.793795,0.793985,0.793735,0.793895,0,9541506,STALE
2026-08-23 08:47:00+00:00,0.793905,0.793925,0.793795,0.793875,0,9481506,STALE
2026-08-23 08:48:00+00:00,0.793885,0.793905,0.793675,0.793775,0,9421506,STALE
2026-08-23 08:49:00+00:00,0.793785,0.793795,0.793535,0.793555,0,9361506,STALE
2026-08-23 08:50:00+00:00,0.793565,0.793685,0.793215,0.793215,0,9301506,STALE
2026-08-23 08:51:00+00:00,0.793205,0.793225,0.793075,0.793085,0,9241506,STALE
2026-08-23 08:52:00+00:00,0.793095,0.793135,0.792965,0.793035,0,9181506,STALE
2026-08-23 08:53:00+00:00,0.793005,0.793195,0.792985,0.793015,0,9121506,STALE
2026-08-23 08:54:00+00:00,0.793045,0.793225,0.793025,0.793225,0,9061506,STALE
2026-08-23 08:55:00+00:00,0.793215,0.793295,0.793165,0.793285,0,9001506,STALE
2026-08-23 08:56:00+00:00,0.793265,0.793435,0.793225,0.793245,0,8941506,STALE
2026-08-23 08:57:00+00:00,0.793235,0.793305,0.793155,0.793215,0,8881506,STALE
2026-08-23 08:58:00+00:00,0.793225,0.793275,0.793145,0.793235,0,8821506,STALE
2026-08-23 08:59:00+00:00,0.793225,0.793575,0.793225,0.793575,0,8761506,STALE
2026-08-23 09:00:00+00:00,0.793575,0.793615,0.793415,0.793455,0,8701506,STALE
2026-08-23 09:01:00+00:00,0.793475,0.793555,0.793425,0.793545,0,8641506,STALE
2026-08-23 09:02:00+00:00,0.793535,0.793555,0.793285,0.793335,0,8581506,STALE
2026-08-23 09:03:00+00:00,0.793345,0.793475,0.793345,0.793415,0,8521506,STALE
2026-08-23 09:04:00+00:00,0.793425,0.793565,0.793335,0.793475,0,8461506,STALE
2026-08-23 09:05:00+00:00,0.793465,0.793695,0.793425,0.793505,0,8401506,STALE
2026-08-23 09:06:00+00:00,0.793515,0.793565,0.793385,0.793395,0,8341506,STALE
2026-08-23 09:07:00+00:00,0.793375,0.793485,0.793325,0.793445,0,8281506,STALE
2026-08-23 09:08:00+00:00,0.793415,0.793595,0.793405,0.793545,0,8221506,STALE
2026-08-23 09:09:00+00:00,0.793535,0.793565,0.793285,0.793515,0,8161506,STALE
2026-08-23 09:10:00+00:00,0.793505,0.793565,0.793385,0.793455,0,8101506,STALE
2026-08-23 09:11:00+00:00,0.793435,0.793455,0.793295,0.793315,0,8041506,STALE
2026-08-23 09:12:00+00:00,0.793325,0.793325,0.793075,0.793145,0,7981506,STALE
2026-08-23 09:13:00+00:00,0.793135,0.793205,0.792985,0.792995,0,7921506,STALE
2026-08-23 09:14:00+00:00,0.793015,0.793015,0.792885,0.793015,0,7861506,STALE
2026-08-23 09:15:00+00:00,0.793005,0.793215,0.792985,0.793095,0,7801506,STALE
2026-08-23 09:16:00+00:00,0.793105,0.793105,0.792955,0.793005,0,7741506,STALE
2026-08-23 09:17:00+00:00,0.793015,0.793205,0.793015,0.793015,0,7681506,STALE
2026-08-23 09:18:00+00:00,0.792995,0.793115,0.792925,0.793065,0,7621506,STALE
2026-08-23 09:19:00+00:00,0.793075,0.793465,0.793075,0.793405,0,7561506,STALE
2026-08-23 09:20:00+00:00,0.793415,0.793615,0.793285,0.793535,0,7501506,STALE
2026-08-23 09:21:00+00:00,0.793525,0.793615,0.793455,0.793535,0,7441506,STALE
2026-08-23 09:22:00+00:00,0.793515,0.793615,0.793355,0.793465,0,7381506,STALE
2026-08-23 09:23:00+00:00,0.793485,0.793535,0.793325,0.793335,0,7321506,STALE
2026-08-23 09:24:00+00:00,0.793355,0.793785,0.793335,0.793765,0,7261506,STALE
2026-08-23 09:25:00+00:00,0.793755,0.793865,0.793735,0.793785,0,7201506,STALE
2026-08-23 09:26:00+00:00,0.793765,0.793845,0.793655,0.793665,0,7141506,STALE
2026-08-23 09:27:00+00:00,0.793655,0.793855,0.793645,0.793735,0,7081506,STALE
2026-08-23 09:28:00+00:00,0.793725,0.794095,0.793725,0.793995,0,7021506,STALE
2026-08-23 09:29:00+00:00,0.793995,0.794025,0.793755,0.793775,0,6961506,STALE
2026-08-23 09:30:00+00:00,0.793785,0.793785,0.793175,0.793215,0,6901506,STALE
2026-08-23 09:31:00+00:00,0.793205,0.793225,0.793055,0.793065,0,6841506,STALE
2026-08-23 09:32:00+00:00,0.793035,0.793215,0.793005,0.793075,0,6781506,STALE
2026-08-23 09:33:00+00:00,0.793065,0.793065,0.792955,0.793035,0,6721506,STALE
2026-08-23 09:34:00+00:00,0.793025,0.793085,0.792775,0.793075,0,6661506,STALE
2026-08-23 09:35:00+00:00,0.793085,0.793185,0.793005,0.793185,0,6601506,STALE
2026-08-23 09:36:00+00:00,0.793175,0.793285,0.793135,0.793215,0,6541506,STALE
2026-08-23 09:37:00+00:00,0.793235,0.793305,0.793185,0.793205,0,6481506,STALE
2026-08-23 09:38:00+00:00,0.793195,0.793205,0.792965,0.792975,0,6421506,STALE
2026-08-23 09:39:00+00:00,0.792955,0.793245,0.792905,0.793185,0,6361506,STALE
2026-08-23 09:40:00+00:00,0.793195,0.793405,0.793175,0.793395,0,6301506,STALE
2026-08-23 09:41:00+00:00,0.793385,0.793475,0.793345,0.793425,0,6241506,STALE
2026-08-23 09:42:00+00:00,0.793415,0.793455,0.793185,0.793225,0,6181506,STALE
2026-08-23 09:43:00+00:00,0.793235,0.793235,0.793025,0.793025,0,6121506,STALE
2026-08-23 09:44:00+00:00,0.793015,0.793035,0.792875,0.792975,0,6061506,STALE
2026-08-23 09:45:00+00:00,0.792985,0.793015,0.792855,0.792975,0,6001506,STALE
2026-08-23 09:46:00+00:00,0.792995,0.793135,0.792975,0.793115,0,5941506,STALE
2026-08-23 09:47:00+00:00,0.793125,0.793185,0.793025,0.793035,0,5881506,STALE
2026-08-23 09:48:00+00:00,0.793035,0.793055,0.792795,0.792825,0,5821506,STALE
2026-08-23 09:49:00+00:00,0.792815,0.792945,0.792645,0.792675,0,5761506,STALE
2026-08-23 09:50:00+00:00,0.792675,0.793025,0.792645,0.793025,0,5701506,STALE
2026-08-23 09:51:00+00:00,0.793035,0.793125,0.792915,0.793015,0,5641506,STALE
2026-08-23 09:52:00+00:00,0.793005,0.793055,0.792935,0.793025,0,5581506,STALE
2026-08-23 09:53:00+00:00,0.793015,0.793145,0.792985,0.793105,0,5521506,STALE
2026-08-23 09:54:00+00:00,0.793115,0.793235,0.793025,0.793195,0,5461506,STALE
