timestamp,open,high,low,close,volume,age,quality
2026-08-26 14:09:00+00:00,1.359425,1.359825,1.359345,1.359715,0,15059951,STALE
2026-08-26 14:10:00+00:00,1.359755,1.360265,1.359645,1.360255,0,14999951,STALE
2026-08-26 14:11:00+00:00,1.360275,1.360315,1.359765,1.360165,0,14939951,STALE
2026-08-26 14:12:00+00:00,1.360185,1.360435,1.360055,1.360295,0,14879951,STALE
2026-08-26 14:13:00+00:00,1.360335,1.360475,1.360035,1.360115,0,14819951,STALE
2026-08-26 14:14:00+00:00,1.360105,1.360325,1.359615,1.359715,0,14759951,STALE
2026-08-26 14:15:00+00:00,1.359725,1.360375,1.359695,1.360075,0,14699951,STALE
2026-08-26 14:16:00+00:00,1.360075,1.360265,1.359795,1.359965,0,14639951,STALE
2026-08-26 14:17:00+00:00,1.359985,1.360305,1.359815,1.360185,0,14579951,STALE
2026-08-26 14:18:00+00:00,1.360195,1.360345,1.359905,1.360025,0,14519951,STALE
2026-08-26 14:19:00+00:00,1.360055,1.360325,1.360035,1.360325,0,14459951,STALE
2026-08-26 14:20:00+00:00,1.360285,1.360845,1.360035,1.360035,0,14399951,STALE
2026-08-26 14:21:00+00:00,1.360035,1.360085,1.358955,1.358975,0,14339951,STALE
2026-08-26 14:22:00+00:00,1.358985,1.359305,1.358895,1.359025,0,14279951,STALE
2026-08-26 14:23:00+00:00,1.359005,1.359105,1.358475,1.358565,0,14219951,STALE
2026-08-26 14:24:00+00:00,1.358565,1.358925,1.358555,1.358645,0,14159951,STALE
2026-08-26 14:25:00+00:00,1.358625,1.358895,1.358525,1.358835,0,14099951,STALE
2026-08-26 14:26:00+00:00,1.358805,1.359005,1.358775,1.358905,0,14039951,STALE
2026-08-26 14:27:00+00:00,1.358895,1.359425,1.358855,1.359225,0,13979951,STALE
2026-08-26 14:28:00+00:00,1.359235,1.359455,1.359125,1.359275,0,13919951,STALE
2026-08-26 14:29:00+00:00,1.359265,1.359265,1.358575,1.358915,0,13859951,STALE
2026-08-26 14:30:00+00:00,1.358885,1.358905,1.358225,1.358235,0,13799951,STALE
2026-08-26 14:31:00+00:00,1.358255,1.358325,1.357585,1.357585,0,13739951,STALE
2026-08-26 14:32:00+00:00,1.357635,1.357995,1.357615,1.357905,0,13679951,STALE
2026-08-26 14:33:00+00:00,1.357895,1.358275,1.357825,1.358015,0,13619951,STALE
2026-08-26 14:34:00+00:00,1.358025,1.358475,1.357995,1.358305,0,13559951,STALE
2026-08-26 14:35:00+00:00,1.358315,1.358805,1.358235,1.358265,0,13499951,STALE
2026-08-26 14:36:00+00:00,1.358235,1.358815,1.358215,1.358735,0,13439951,STALE
2026-08-26 14:37:00+00:00,1.358725,1.358845,1.358525,1.358725,0,13379951,STALE
2026-08-26 14:38:00+00:00,1.358755,1.358815,1.358235,1.358815,0,13319951,STALE
2026-08-26 14:39:00+00:00,1.358855,1.359135,1.358515,1.359055,0,13259951,STALE
2026-08-26 14:40:00+00:00,1.359065,1.359215,1.358765,1.358955,0,13199951,STALE
2026-08-26 14:41:00+00:00,1.358955,1.359275,1.358955,1.359075,0,13139951,STALE
2026-08-26 14:42:00+00:00,1.359155,1.359415,1.359115,1.359255,0,13079951,STALE
2026-08-26 14:43:00+00:00,1.359235,1.359475,1.359185,1.359375,0,13019951,STALE
2026-08-26 14:44:00+00:00,1.359355,1.359385,1.358935,1.359055,0,12959951,STALE
