high,low,close,volume,age,quality,open
0.861505,0.860895,0.861325,0,30901737,STALE,0.861285
0.861385,0.861025,0.861335,0,30601737,STALE,0.861335
0.861935,0.861315,0.861785,0,30301737,STALE,0.861335
0.861995,0.861055,0.861155,0,30001737,STALE,0.861755
0.861685,0.861025,0.861685,0,29701737,STALE,0.861165
0.861855,0.861435,0.861745,0,29401737,STALE,0.861665
0.862035,0.861235,0.862025,0,29101737,STALE,0.861735
0.862155,0.861665,0.861865,0,28801737,STALE,0.862015
0.862025,0.861315,0.861375,0,28501737,STALE,0.861845
0.861675,0.861255,0.861575,0,28201737,STALE,0.861385
0.861795,0.861335,0.861525,0,27901737,STALE,0.861565
0.861875,0.861365,0.861545,0,27601737,STALE,0.861545
0.861575,0.860935,0.860935,0,27301737,STALE,0.861555
0.861275,0.860515,0.860515,0,27001737,STALE,0.860945
0.861035,0.860425,0.860865,0,26701737,STALE,0.860485
0.860905,0.860485,0.860645,0,26401737,STALE,0.860855
0.860785,0.860115,0.860145,0,26101737,STALE,0.860645
0.860215,0.859895,0.860145,0,25801737,STALE,0.860155
0.860285,0.859545,0.859645,0,25501737,STALE,0.860155
0.859995,0.859475,0.859635,0,25201737,STALE,0.859635
0.860215,0.859575,0.859995,0,24901737,STALE,0.859625
0.860025,0.859375,0.859415,0,24601737,STALE,0.860005
0.859435,0.858905,0.859435,0,24301737,STALE,0.859415
0.859605,0.859255,0.859405,0,24001737,STALE,0.859415
0.859465,0.858945,0.859215,0,23701737,STALE,0.859385
0.859305,0.858815,0.858975,0,23401737,STALE,0.859225
0.859195,0.858775,0.858855,0,23101737,STALE,0.858985
0.859015,0.858145,0.858545,0,22801737,STALE,0.858875
0.859525,0.858545,0.859265,0,22501737,STALE,0.858545
0.859245,0.858365,0.858595,0,22201737,STALE,0.859245
0.858915,0.858465,0.858875,0,21901737,STALE,0.858605
0.859055,0.858705,0.858875,0,21601737,STALE,0.858865
0.859095,0.858665,0.858915,0,21301737,STALE,0.858855
0.859285,0.858665,0.859225,0,21001737,STALE,0.858925
0.859295,0.857955,0.857975,0,20701737,STALE,0.859235
0.858155,0.857345,0.857525,0,20401737,STALE,0.857985
0.857595,0.857145,0.857465,0,20101737,STALE,0.857545
0.857765,0.857055,0.857395,0,19801737,STALE,0.857455
0.857855,0.857255,0.857495,0,19501737,STALE,0.857385
0.857575,0.857205,0.857315,0,19201737,STALE,0.857505
0.857565,0.857115,0.857505,0,18901737,STALE,0.857305
0.858005,0.857425,0.857865,0,18601737,STALE,0.857495
0.858065,0.857555,0.857755,0,18301737,STALE,0.857855
0.857825,0.857275,0.857295,0,18001737,STALE,0.857765
0.858465,0.857215,0.858335,0,17701737,STALE,0.857285
0.858645,0.858245,0.858475,0,17401737,STALE,0.858325
0.858625,0.858305,0.858425,0,17101737,STALE,0.858445
0.858595,0.858215,0.858275,0,16801737,STALE,0.858435
0.858475,0.857965,0.858415,0,16501737,STALE,0.858275
0.858925,0.858305,0.858775,0,16201737,STALE,0.858425
0.859065,0.858635,0.858785,0,15901737,STALE,0.858765
0.859055,0.858665,0.858785,0,15601737,STALE,0.858795
0.858825,0.857435,0.857435,0,15301737,STALE,0.858775
0.857685,0.857115,0.857135,0,15001737,STALE,0.857405
0.857195,0.856415,0.856605,0,14701737,STALE,0.857125
0.857195,0.856525,0.857145,0,14401737,STALE,0.856605
0.857275,0.856825,0.857115,0,14101737,STALE,0.857115
0.857905,0.857055,0.857565,0,13801737,STALE,0.857125
0.858475,0.857525,0.858465,0,13501737,STALE,0.857595
0.858775,0.858205,0.858725,0,13201737,STALE,0.858455
0.858985,0.858525,0.858715,0,12901737,STALE,0.858735
0.859185,0.858545,0.859055,0,12601737,STALE,0.858705
0.859505,0.858915,0.859445,0,12301737,STALE,0.859065
0.859645,0.858665,0.858855,0,12001737,STALE,0.859425
0.858905,0.858345,0.858765,0,11701737,STALE,0.858865
0.859025,0.858595,0.858735,0,11401737,STALE,0.858775
0.858985,0.858505,0.858575,0,11101737,STALE,0.858715
0.858685,0.857845,0.857865,0,10801737,STALE,0.858585
0.858325,0.857615,0.857895,0,10501737,STALE,0.857845
0.858095,0.857575,0.857955,0,10201737,STALE,0.857875
0.859405,0.857945,0.859155,0,9901737,STALE,0.857965
0.859165,0.858565,0.858645,0,9601737,STALE,0.859145
0.858715,0.858165,0.858485,0,9301737,STALE,0.858695
0.858705,0.858005,0.858115,0,9001737,STALE,0.858495
0.858275,0.857565,0.857895,0,8701737,STALE,0.858105
0.857915,0.857335,0.857825,0,8401737,STALE,0.857885
0.857815,0.857045,0.857615,0,8101737,STALE,0.857815
0.857765,0.857005,0.857015,0,7801737,STALE,0.857625
0.857085,0.856375,0.856545,0,7501737,STALE,0.856995
0.856895,0.856375,0.856525,0,7201737,STALE,0.856555
0.856665,0.856375,0.856405,0,6901737,STALE,0.856535
0.856425,0.855885,0.856065,0,6601737,STALE,0.856395
0.856425,0.855655,0.855655,0,6301737,STALE,0.856055
0.855765,0.855055,0.855175,0,6001737,STALE,0.855665
0.855555,0.854755,0.855455,0,5701737,STALE,0.855185
0.855735,0.855235,0.855235,0,5401737,STALE,0.855445
0.855285,0.854585,0.854825,0,5101737,STALE,0.855245
0.854955,0.854465,0.854745,0,4801737,STALE,0.854835
0.854745,0.854215,0.854305,0,4501737,STALE,0.854715
0.854835,0.854285,0.854405,0,4201737,STALE,0.854315
0.854655,0.854115,0.854435,0,3901737,STALE,0.854375
0.854755,0.854215,0.854385,0,3601737,STALE,0.854455
0.854655,0.853925,0.854125,0,3301737,STALE,0.854375
0.854405,0.853765,0.853835,0,3001737,STALE,0.854145
0.854195,0.853785,0.853905,0,2701737,STALE,0.853825
0.854415,0.853815,0.854055,0,2401737,STALE,0.853915
0.854065,0.852915,0.853065,0,2101737,STALE,0.854065
0.853175,0.852685,0.852685,0,1801737,STALE,0.853055
0.853055,0.852485,0.853005,0,1501737,STALE,0.852675
0.853035,0.852575,0.852635,0,1201737,STALE,0.853005
0.853275,0.852605,0.853005,0,901737,STALE,0.852655
0.853425,0.852725,0.852875,0,601737,STALE,0.853075
0.853555,0.852855,0.853255,0,301737,FRESH,0.852885
0.853525,0.853145,0.853175,0,1737,FRESH,0.853265
