timestamp,open,high,low,close,volume
2026-06-30 05:15:00,0.854695,0.855345,0.854155,0.854235,0
2026-06-30 05:30:00,0.854235,0.854395,0.853085,0.853095,0
2026-06-30 05:45:00,0.853105,0.854435,0.852935,0.854215,0
2026-06-30 06:00:00,0.854205,0.854755,0.854015,0.854315,0
2026-06-30 06:15:00,0.854285,0.854755,0.853815,0.854605,0
2026-06-30 06:30:00,0.854575,0.855415,0.854335,0.854855,0
2026-06-30 06:45:00,0.854845,0.855405,0.854385,0.854745,0
2026-06-30 07:00:00,0.854755,0.855425,0.854605,0.854635,0
2026-06-30 07:15:00,0.854645,0.855695,0.854095,0.855515,0
2026-06-30 07:30:00,0.855525,0.856125,0.854875,0.855105,0
2026-06-30 07:45:00,0.855085,0.855155,0.854355,0.854805,0
2026-06-30 08:00:00,0.854795,0.855575,0.854515,0.854735,0
2026-06-30 08:15:00,0.854725,0.855545,0.854545,0.855085,0
2026-06-30 08:30:00,0.855095,0.855575,0.854825,0.855265,0
2026-06-30 08:45:00,0.855275,0.856305,0.855155,0.856005,0
2026-06-30 09:00:00,0.855995,0.856415,0.855325,0.856405,0
2026-06-30 09:15:00,0.856395,0.856395,0.855525,0.856005,0
2026-06-30 09:30:00,0.855995,0.857155,0.855915,0.857115,0
2026-06-30 09:45:00,0.857105,0.857935,0.856695,0.857105,0
2026-06-30 10:00:00,0.857105,0.857995,0.857025,0.857125,0
2026-06-30 10:15:00,0.857115,0.857685,0.856625,0.857655,0
2026-06-30 10:30:00,0.857645,0.858005,0.856905,0.857285,0
2026-06-30 10:45:00,0.857315,0.857735,0.857115,0.857635,0
2026-06-30 11:00:00,0.857605,0.857905,0.856635,0.856965,0
2026-06-30 11:15:00,0.856975,0.857785,0.856515,0.857365,0
2026-06-30 11:30:00,0.857355,0.858045,0.856985,0.857015,0
2026-06-30 11:45:00,0.857025,0.858055,0.856825,0.857655,0
2026-06-30 12:00:00,0.857695,0.857885,0.856895,0.857045,0
2026-06-30 12:15:00,0.857035,0.857835,0.856815,0.857735,0
2026-06-30 12:30:00,0.857765,0.858235,0.857215,0.857325,0
2026-06-30 12:45:00,0.857335,0.857915,0.856815,0.857865,0
2026-06-30 13:00:00,0.857855,0.858215,0.857165,0.857595,0
2026-06-30 13:15:00,0.857565,0.858245,0.857465,0.857805,0
2026-06-30 13:30:00,0.857795,0.858425,0.857165,0.858375,0
2026-06-30 13:45:00,0.858445,0.858915,0.857035,0.857155,0
2026-06-30 14:00:00,0.857155,0.857515,0.856345,0.857505,0
2026-06-30 14:15:00,0.857455,0.857845,0.857015,0.857325,0
2026-06-30 14:30:00,0.857305,0.857635,0.855995,0.856085,0
2026-06-30 14:45:00,0.856105,0.857235,0.855975,0.857085,0
2026-06-30 15:00:00,0.857105,0.857105,0.856295,0.856415,0
2026-06-30 15:15:00,0.856405,0.856975,0.855935,0.856745,0
2026-06-30 15:30:00,0.856785,0.857205,0.855945,0.856085,0
2026-06-30 15:45:00,0.856095,0.856775,0.855905,0.856565,0
2026-06-30 16:00:00,0.856585,0.856955,0.856105,0.856815,0
2026-06-30 16:15:00,0.856805,0.857015,0.856065,0.857005,0
2026-06-30 16:30:00,0.856955,0.857705,0.856535,0.856565,0
2026-06-30 16:45:00,0.856525,0.856825,0.855515,0.856785,0
2026-06-30 17:00:00,0.856795,0.857515,0.856345,0.856375,0
2026-06-30 17:15:00,0.856335,0.856445,0.854975,0.855075,0
2026-06-30 17:30:00,0.855115,0.855205,0.853125,0.853395,0
2026-06-30 17:45:00,0.853385,0.854065,0.852845,0.854065,0
2026-06-30 18:00:00,0.854075,0.854605,0.853635,0.854265,0
2026-06-30 18:15:00,0.854255,0.856145,0.854065,0.855675,0
2026-06-30 18:30:00,0.855695,0.856685,0.855655,0.856055,0
2026-06-30 18:45:00,0.856045,0.856375,0.855375,0.855515,0
2026-06-30 19:00:00,0.855525,0.855705,0.854995,0.855205,0
2026-06-30 19:15:00,0.855195,0.855425,0.854625,0.855005,0
2026-06-30 19:30:00,0.855025,0.855275,0.853665,0.853725,0
2026-06-30 19:45:00,0.853735,0.853765,0.851895,0.852365,0
2026-06-30 20:00:00,0.852375,0.852955,0.851955,0.852825,0
2026-06-30 20:15:00,0.852825,0.853555,0.852225,0.853305,0
2026-06-30 20:30:00,0.853295,0.854565,0.852825,0.854565,0
2026-06-30 20:45:00,0.854535,0.854715,0.853345,0.854035,0
2026-06-30 21:00:00,0.854035,0.854525,0.853555,0.853675,0
2026-06-30 21:15:00,0.853705,0.853765,0.852985,0.853235,0
2026-06-30 21:30:00,0.853245,0.853835,0.852715,0.852785,0
2026-06-30 21:45:00,0.852795,0.853395,0.852405,0.852665,0
2026-06-30 22:00:00,0.852675,0.852725,0.851855,0.852055,0
2026-06-30 22:15:00,0.852095,0.852565,0.851445,0.852565,0
2026-06-30 22:30:00,0.852545,0.852745,0.851955,0.852515,0
2026-06-30 22:45:00,0.852515,0.853385,0.851745,0.853305,0
2026-06-30 23:00:00,0.853315,0.854385,0.853315,0.854295,0
2026-06-30 23:15:00,0.854315,0.855395,0.854255,0.854775,0
2026-06-30 23:30:00,0.854765,0.855425,0.854175,0.854955,0
2026-06-30 23:45:00,0.854925,0.854925,0.853455,0.853535,0
2026-07-01 00:00:00,0.853525,0.854525,0.853355,0.854235,0
2026-07-01 00:15:00,0.854245,0.855835,0.854225,0.855575,0
2026-07-01 00:30:00,0.855565,0.855815,0.853885,0.853895,0
2026-07-01 00:45:00,0.853895,0.854205,0.853235,0.853705,0
2026-07-01 01:00:00,0.853725,0.854515,0.853685,0.854435,0
2026-07-01 01:15:00,0.854445,0.854915,0.853735,0.853855,0
2026-07-01 01:30:00,0.853845,0.854205,0.852995,0.853205,0
2026-07-01 01:45:00,0.853215,0.853565,0.851185,0.851185,0
2026-07-01 02:00:00,0.851175,0.851215,0.849585,0.849835,0
2026-07-01 02:15:00,0.849845,0.850105,0.848985,0.849055,0
2026-07-01 02:30:00,0.849035,0.850085,0.848985,0.849945,0
2026-07-01 02:45:00,0.849925,0.851205,0.849925,0.850535,0
2026-07-01 03:00:00,0.850525,0.851015,0.849985,0.850775,0
