timestamp,open,high,low,close,volume
2026-06-24 21:55:00,0.862515,0.862725,0.862495,0.86265,135
2026-06-24 22:00:00,0.862675,0.862775,0.862615,0.86265,395
2026-06-24 22:05:00,0.86265,0.862735,0.862595,0.862715,176
2026-06-24 22:10:00,0.862705,0.862715,0.86267,0.86269,65
2026-06-24 22:15:00,0.86269,0.862705,0.86265,0.86266,46
2026-06-24 22:20:00,0.86266,0.86267,0.86263,0.862655,150
2026-06-24 22:25:00,0.862655,0.862665,0.86257,0.86259,100
2026-06-24 22:30:00,0.86259,0.8626,0.86256,0.862585,138
2026-06-24 22:35:00,0.862585,0.862595,0.862575,0.862585,21
2026-06-24 22:40:00,0.862585,0.86259,0.862535,0.862545,83
2026-06-24 22:45:00,0.862545,0.862555,0.86251,0.86251,82
2026-06-24 22:50:00,0.86251,0.86253,0.862505,0.862515,58
2026-06-24 22:55:00,0.86251,0.862515,0.86249,0.862505,44
2026-06-24 23:00:00,0.862505,0.862535,0.862465,0.86251,170
2026-06-24 23:05:00,0.862515,0.862535,0.8625,0.862535,131
2026-06-24 23:10:00,0.86253,0.862575,0.86251,0.86257,209
2026-06-24 23:15:00,0.862565,0.862595,0.862555,0.862585,297
2026-06-24 23:20:00,0.862585,0.86259,0.862545,0.862555,119
2026-06-24 23:25:00,0.862555,0.862575,0.862555,0.862565,87
2026-06-24 23:30:00,0.862565,0.862605,0.86254,0.8626,121
2026-06-24 23:35:00,0.8626,0.862605,0.86257,0.8626,83
2026-06-24 23:40:00,0.862595,0.8626,0.862495,0.86253,328
2026-06-24 23:45:00,0.862525,0.862535,0.862445,0.862455,426
2026-06-24 23:50:00,0.86245,0.86247,0.862435,0.86246,326
2026-06-24 23:55:00,0.862455,0.862505,0.86242,0.862485,308
2026-06-25 00:00:00,0.86249,0.86258,0.86246,0.862495,1041
2026-06-25 00:05:00,0.8625,0.862505,0.862435,0.862475,661
2026-06-25 00:10:00,0.862475,0.862495,0.862435,0.862465,527
2026-06-25 00:15:00,0.862465,0.862485,0.862415,0.862425,566
2026-06-25 00:20:00,0.862425,0.862455,0.862335,0.862355,607
2026-06-25 00:25:00,0.862355,0.862365,0.862315,0.86233,365
2026-06-25 00:30:00,0.862335,0.862435,0.86233,0.862405,445
2026-06-25 00:35:00,0.862405,0.862445,0.862385,0.86243,267
2026-06-25 00:40:00,0.862425,0.862435,0.862335,0.86235,415
2026-06-25 00:45:00,0.862355,0.86243,0.86235,0.86241,427
2026-06-25 00:50:00,0.86241,0.86248,0.862405,0.862465,628
2026-06-25 00:55:00,0.86245,0.862515,0.862425,0.862515,462
2026-06-25 01:00:00,0.86251,0.86264,0.862495,0.862535,860
2026-06-25 01:05:00,0.862535,0.862585,0.86244,0.86247,1034
2026-06-25 01:10:00,0.862475,0.862505,0.862375,0.86244,871
2026-06-25 01:15:00,0.862445,0.862505,0.862235,0.862275,1386
2026-06-25 01:20:00,0.862285,0.862345,0.862225,0.86227,1283
2026-06-25 01:25:00,0.862275,0.862325,0.862265,0.862275,556
2026-06-25 01:30:00,0.862275,0.8623,0.862195,0.86223,1247
2026-06-25 01:35:00,0.86224,0.8623,0.862225,0.86228,926
2026-06-25 01:40:00,0.862275,0.862385,0.86227,0.86238,855
2026-06-25 01:45:00,0.862385,0.862415,0.862315,0.862395,853
2026-06-25 01:50:00,0.86239,0.86244,0.862335,0.862405,972
2026-06-25 01:55:00,0.86241,0.862425,0.86234,0.862355,1323
2026-06-25 02:00:00,0.862365,0.862385,0.862265,0.862305,1158
2026-06-25 02:05:00,0.862315,0.862325,0.862245,0.862285,870
2026-06-25 02:10:00,0.862285,0.86235,0.862275,0.862325,953
2026-06-25 02:15:00,0.86232,0.862335,0.862275,0.862315,861
2026-06-25 02:20:00,0.86231,0.862345,0.862285,0.862345,817
2026-06-25 02:25:00,0.86234,0.862365,0.862295,0.862335,823
2026-06-25 02:30:00,0.86233,0.86238,0.862325,0.86237,963
2026-06-25 02:35:00,0.86237,0.862375,0.862305,0.862315,685
2026-06-25 02:40:00,0.862315,0.86237,0.86229,0.86237,706
2026-06-25 02:45:00,0.862375,0.862385,0.862315,0.862345,595
2026-06-25 02:50:00,0.86234,0.862385,0.862325,0.862375,569
2026-06-25 02:55:00,0.862385,0.862385,0.862295,0.86231,541
2026-06-25 03:00:00,0.862305,0.862395,0.862295,0.862325,914
2026-06-25 03:05:00,0.86233,0.8624,0.8623,0.862335,724
2026-06-25 03:10:00,0.86234,0.86244,0.862315,0.86243,548
2026-06-25 03:15:00,0.862425,0.86243,0.86237,0.862385,789
2026-06-25 03:20:00,0.86239,0.862415,0.86236,0.86239,570
2026-06-25 03:25:00,0.862385,0.862435,0.86236,0.862375,710
2026-06-25 03:30:00,0.86238,0.862465,0.86237,0.862455,671
2026-06-25 03:35:00,0.86246,0.862505,0.862445,0.862495,471
2026-06-25 03:40:00,0.862495,0.862535,0.86248,0.862525,270
2026-06-25 03:45:00,0.86252,0.862625,0.862505,0.862595,369
2026-06-25 03:50:00,0.86259,0.862605,0.862485,0.862495,574
2026-06-25 03:55:00,0.8625,0.86256,0.862425,0.862525,360
2026-06-25 04:00:00,0.86252,0.86258,0.86249,0.862555,684
2026-06-25 04:05:00,0.862555,0.86259,0.862515,0.862515,464
2026-06-25 04:10:00,0.862515,0.862515,0.862375,0.862435,471
2026-06-25 04:15:00,0.86244,0.862445,0.862395,0.862415,371
2026-06-25 04:20:00,0.86241,0.862435,0.862395,0.862395,339
2026-06-25 04:25:00,0.8624,0.862425,0.86237,0.862385,653
2026-06-25 04:30:00,0.862385,0.862425,0.862365,0.862365,434
2026-06-25 04:35:00,0.86237,0.862415,0.862365,0.862395,240
2026-06-25 04:40:00,0.862395,0.862405,0.862365,0.862385,631
2026-06-25 04:45:00,0.862385,0.862405,0.862345,0.86235,272
2026-06-25 04:50:00,0.86235,0.862355,0.86232,0.86235,320
2026-06-25 04:55:00,0.862345,0.862385,0.86232,0.86232,307
2026-06-25 05:00:00,0.862325,0.862325,0.862185,0.86221,470
2026-06-25 05:05:00,0.862205,0.86223,0.862145,0.862185,601
2026-06-25 05:10:00,0.86219,0.86225,0.86217,0.862245,672
2026-06-25 05:15:00,0.86224,0.862385,0.86224,0.862325,541
2026-06-25 05:20:00,0.86233,0.862335,0.862245,0.86227,527
2026-06-25 05:25:00,0.862265,0.86229,0.862225,0.862245,719
2026-06-25 05:30:00,0.86224,0.8624,0.86223,0.862325,698
2026-06-25 05:35:00,0.86232,0.86233,0.862265,0.862305,513
2026-06-25 05:40:00,0.862305,0.86231,0.862195,0.862205,474
2026-06-25 05:45:00,0.86221,0.862255,0.862175,0.862205,447
2026-06-25 05:50:00,0.8622,0.862255,0.8622,0.862245,694
2026-06-25 05:55:00,0.86225,0.86232,0.862185,0.86227,640
2026-06-25 06:00:00,0.86228,0.862355,0.86224,0.862245,1004
2026-06-25 06:05:00,0.86224,0.86235,0.86224,0.862315,961
2026-06-25 06:10:00,0.862315,0.862325,0.86224,0.86228,916
2026-06-25 06:15:00,0.862285,0.862355,0.862225,0.862345,923
2026-06-25 06:20:00,0.862345,0.862385,0.862295,0.862365,833
2026-06-25 06:25:00,0.86236,0.862495,0.862345,0.86248,813
2026-06-25 06:30:00,0.862485,0.86249,0.862315,0.862355,1257
2026-06-25 06:35:00,0.86236,0.862375,0.86227,0.86229,962
2026-06-25 06:40:00,0.862285,0.862335,0.86224,0.8623,832
2026-06-25 06:45:00,0.862305,0.86236,0.862125,0.86216,600
2026-06-25 06:50:00,0.862155,0.86216,0.862015,0.86203,1089
2026-06-25 06:55:00,0.862025,0.862055,0.86181,0.86181,1700
2026-06-25 07:00:00,0.861815,0.86198,0.861795,0.861845,1425
2026-06-25 07:05:00,0.861845,0.861885,0.861735,0.861805,707
2026-06-25 07:10:00,0.8618,0.861805,0.861465,0.86149,1070
2026-06-25 07:15:00,0.861495,0.861605,0.861325,0.861585,1480
2026-06-25 07:20:00,0.861585,0.86165,0.861385,0.86142,1265
2026-06-25 07:25:00,0.861415,0.86157,0.86137,0.86156,1066
2026-06-25 07:30:00,0.861555,0.861565,0.861345,0.861365,777
2026-06-25 07:35:00,0.86136,0.861525,0.861355,0.86149,797
