timestamp,action,expiry,confidence,ID
2026-08-21 20:05:05+00:00,WAIT,1,40,EURUSDOTC0821200505
2026-08-21 20:06:03+00:00,WAIT,1,45,EURUSDOTC0821200603
2026-08-21 20:09:01+00:00,WAIT,1,45,EURUSDOTC0821200901
2026-08-21 20:11:03+00:00,WAIT,1,45,EURUSDOTC0821201103
2026-08-21 20:12:02+00:00,CALL,2,75,EURUSDOTC0821201202
2026-08-21 20:13:01+00:00,WAIT,1,40,EURUSDOTC0821201301
2026-08-21 20:14:03+00:00,WAIT,1,40,EURUSDOTC0821201403
2026-08-21 20:16:03+00:00,WAIT,1,40,EURUSDOTC0821201603
2026-08-21 20:19:02+00:00,WAIT,1,40,EURUSDOTC0821201902
