timestamp,symbol,action,expiry,confidence
2026-08-19 23:19:06,EURUSD,PUT,2,82
2026-08-19 23:20:07,EURUSD,PUT,2,78
2026-08-19 23:21:06,EURUSD,CALL,2,78
2026-08-19 23:22:06,EURUSD,CALL,2,82
2026-08-19 23:23:07,EURUSD,CALL,2,78
2026-08-19 23:24:06,EURUSD,CALL,2,82
2026-08-19 23:25:06,EURUSD,CALL,2,78
2026-08-19 23:26:06,EURUSD,CALL,2,82
2026-08-19 23:27:06,EURUSD,CALL,2,78
2026-08-19 23:28:05,EURUSD,CALL,2,82
