timestamp,symbol,session,price,data_quality,m1_ema5,m1_ema20,m1_rsi,m1_stoch_k,m1_stoch_d,m1_macd,m1_macd_signal,m5_bias,m5_ema5,m5_ema10,m5_ema20,m5_ema50,m5_bb_upper,m5_bb_lower,m5_bb_width,m5_rsi,m5_stoch_k,m5_stoch_d,m5_macd,m5_macd_signal,m5_adx,m5_atr,m5_support,m5_resistance,m5_pivot,m15_bias,market_state,volatility_regime,news_impact,expected_vol_pct,pa_pattern,pa_candle_bias,pa_body_strength,pa_momentum,pa_move_quality,pa_trap_alert,tick_volume,volume_momentum,volume_vs_avg,trend_direction,trend_type,trend_strength,mtf_alignment_pct,bos_detected,exhaustion_risk_pct,tradeable,confidence_score,stability_score,quality_score,risk_level,suggested_action,suggested_expiry
2026-06-26 09:09:02,EURUSD-OTC,ASIAN,1.113045,HIGH,1.113603,1.113265,53.11,52.64,64.99,0.000344,0.000304,BEARISH,1.113214,1.113389,1.11443,1.116832,1.118816,1.110482,0.008334,36.57,39.64,27.56,-0.001407,-0.001449,31.33,0.001389,1.110945,1.119115,1.114052,BEARISH,BREAKOUT_EMERGING,LOW,LOW,0.125,NONE,BULLISH,WEAK,BEARISH,CHOPPY,False,1,STABLE,1.0,DOWN,CORRECTIVE,60,50,False,30,True,0,50,50,MEDIUM,WAIT,5
2026-06-26 09:11:02,EURUSD-OTC,ASIAN,1.113045,HIGH,1.11316,1.113173,50.17,26.08,38.33,0.000192,0.00027,BEARISH,1.112958,1.113218,1.114241,1.11666,1.118297,1.110431,0.007866,29.53,38.65,34.61,-0.001393,-0.001438,30.82,0.001472,1.110945,1.118145,1.113082,BEARISH,SIDEWAY_RANGE,NORMAL,LOW,0.132,BEARISH_ENGULFING,BEARISH,WEAK,BEARISH,CHOPPY,False,1,STABLE,1.0,DOWN,CHOPPY,80,50,False,30,True,0,50,50,MEDIUM,WAIT,5
