timestamp,symbol,session,price,data_quality,m1_ema5,m1_ema20,m1_rsi,m1_stoch_k,m1_stoch_d,m1_macd,m1_macd_signal,m5_bias,m5_ema5,m5_ema10,m5_ema20,m5_ema50,m5_bb_upper,m5_bb_lower,m5_bb_width,m5_rsi,m5_stoch_k,m5_stoch_d,m5_macd,m5_macd_signal,m5_adx,m5_atr,m5_support,m5_resistance,m5_pivot,m15_bias,market_state,volatility_regime,news_impact,expected_vol_pct,pa_pattern,pa_candle_bias,pa_body_strength,pa_momentum,pa_move_quality,pa_trap_alert,tick_volume,volume_momentum,volume_vs_avg,trend_direction,trend_type,trend_strength,mtf_alignment_pct,bos_detected,exhaustion_risk_pct,tradeable,confidence_score,stability_score,quality_score,risk_level,suggested_action,suggested_expiry
2026-06-26 09:09:02,EURGBP,ASIAN,0.861275,HIGH,0.861273,0.861235,58.73,81.16,84.47,1.7e-05,5e-06,BEARISH,0.861228,0.861244,0.861314,0.861468,0.861619,0.861045,0.000574,33.96,28.04,22.25,-9.8e-05,-0.000104,40.48,0.000103,0.861095,0.861595,0.86124,BEARISH,ACCUMULATION,NORMAL,LOW,0.012,NONE,BULLISH,WEAK,NEUTRAL,CHOPPY,True,791,RISING,1.042,DOWN,CHOPPY,20,50,False,50,True,0,50,50,MEDIUM,WAIT,5
2026-06-26 09:11:02,EURGBP,ASIAN,0.86129,HIGH,0.861278,0.861243,65.08,79.71,79.95,1.9e-05,1e-05,BEARISH,0.861242,0.861248,0.86131,0.86146,0.861608,0.86104,0.000569,34.62,36.38,27.95,-9e-05,-0.000101,38.79,0.000103,0.861095,0.861595,0.861283,BEARISH,SIDEWAY_RANGE,NORMAL,LOW,0.012,NONE,BEARISH,WEAK,BEARISH,CHOPPY,True,524,FALLING,0.704,DOWN,CHOPPY,20,50,False,40,True,0,50,50,MEDIUM,WAIT,5
